                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    109,                 1.3029,                0.73867,                 1.5559,                 0.9255,                 0.8908,                0.93521,                0.48342,                 1.6048,                0.70507,                 1.7599,              0.0073517,              0.0073517,              0.0073517
                    110,                 1.3035,                0.74204,                 1.5495,                0.91963,                0.89458,                0.93162,                0.47411,                 1.6015,                0.70873,                 1.7542,               0.007327,               0.007327,               0.007327
                    111,                 1.3173,                0.74664,                 1.5452,                0.91178,                0.87324,                0.92354,                0.47443,                 1.6103,                0.70955,                 1.7545,              0.0073023,              0.0073023,              0.0073023
                    112,                 1.3075,                0.72803,                 1.5403,                0.91856,                0.88096,                0.92539,                0.47772,                 1.6176,                0.70959,                 1.7511,              0.0072775,              0.0072775,              0.0072775
                    113,                  1.305,                0.73346,                 1.5347,                0.93029,                0.89117,                0.92643,                0.47695,                 1.6092,                0.69679,                 1.7559,              0.0072527,              0.0072527,              0.0072527
                    114,                 1.3079,                0.73447,                 1.5492,                0.92062,                0.89287,                0.92557,                0.47823,                 1.6015,                 0.6882,                 1.7598,               0.007228,               0.007228,               0.007228
                    115,                 1.2886,                0.72311,                 1.5336,                 0.9216,                0.88802,                 0.9204,                0.47295,                 1.6069,                0.70512,                 1.7688,              0.0072033,              0.0072033,              0.0072033
                    116,                 1.2785,                0.71899,                 1.5316,                0.91528,                 0.8822,                0.91923,                0.46574,                   1.62,                0.70538,                 1.7712,              0.0071785,              0.0071785,              0.0071785
                    117,                 1.2862,                0.71761,                 1.5187,                0.91473,                0.89842,                0.92905,                0.47733,                 1.5991,                0.68293,                  1.732,              0.0071538,              0.0071538,              0.0071538
                    118,                 1.2752,                0.72969,                 1.5176,                0.92011,                0.89373,                0.92903,                0.47958,                  1.593,                0.69125,                 1.7487,               0.007129,               0.007129,               0.007129
                    119,                 1.2694,                0.71937,                 1.5143,                0.91556,                 0.8793,                0.92169,                0.47209,                  1.601,                0.69675,                 1.7504,              0.0071042,              0.0071042,              0.0071042
                    120,                 1.2745,                0.70939,                 1.5206,                 0.9179,                0.88946,                0.92845,                 0.4773,                 1.5922,                0.70211,                 1.7427,              0.0070795,              0.0070795,              0.0070795
                    121,                 1.2805,                0.72885,                 1.5348,                0.91754,                0.90707,                0.93153,                0.47834,                 1.5993,                0.67557,                 1.8014,              0.0070547,              0.0070547,              0.0070547
                    122,                  1.269,                 0.7216,                 1.5181,                0.92832,                0.88476,                0.93099,                  0.483,                 1.5947,                0.68956,                 1.7626,                0.00703,                0.00703,                0.00703
                    123,                  1.263,                 0.7078,                 1.5164,                0.92213,                0.89074,                0.92966,                0.47748,                 1.6052,                0.68014,                 1.7729,              0.0070053,              0.0070053,              0.0070053
                    124,                 1.2567,                0.70168,                 1.5099,                0.92784,                 0.8891,                0.93432,                0.48571,                 1.5902,                0.67487,                 1.7317,              0.0069805,              0.0069805,              0.0069805
                    125,                 1.2697,                0.71785,                 1.5115,                0.90844,                0.89501,                0.92231,                0.47446,                 1.6064,                0.68657,                 1.7596,              0.0069558,              0.0069558,              0.0069558
                    126,                 1.2447,                0.69512,                 1.4798,                0.92189,                0.89665,                0.92945,                0.48501,                 1.5843,                0.67835,                 1.7272,               0.006931,               0.006931,               0.006931
                    127,                  1.238,                0.68918,                 1.4842,                0.92281,                0.89799,                0.93126,                0.48687,                 1.5711,                0.67041,                 1.7551,              0.0069063,              0.0069063,              0.0069063
                    128,                 1.2393,                0.68995,                 1.4976,                0.90808,                0.88126,                0.92105,                0.47105,                 1.6016,                0.69208,                 1.7535,              0.0068815,              0.0068815,              0.0068815
                    129,                  1.231,                0.69202,                 1.5016,                0.92112,                0.89708,                0.92978,                0.48575,                 1.5872,                0.66734,                 1.7563,              0.0068568,              0.0068568,              0.0068568
                    130,                 1.2355,                0.68889,                 1.4841,                0.91991,                0.89586,                 0.9261,                0.48301,                 1.5831,                0.65599,                 1.7288,               0.006832,               0.006832,               0.006832
                    131,                 1.2455,                0.70129,                 1.4828,                0.92495,                0.89423,                0.92652,                0.47973,                 1.5801,                0.66448,                 1.7226,              0.0068073,              0.0068073,              0.0068073
                    132,                 1.2198,                0.67831,                 1.4631,                0.91289,                0.90013,                 0.9242,                0.47856,                 1.5992,                0.66935,                  1.749,              0.0067825,              0.0067825,              0.0067825
