train_loss_bbox,train_loss_giou,train_cardinality_error,step,training_loss,train_loss_ce,epoch,validation/loss,validation_cardinality_error,validation_loss_giou,validation_loss_ce,validation_loss_bbox
0.10623829066753387,0.42921552062034607,5.25,4,2.0724146366119385,0.6827920079231262,0,,,,,
0.13708333671092987,0.4196745455265045,3.75,9,2.0984578132629395,0.5736920833587646,0,,,,,
0.11627878248691559,0.4372251331806183,2.625,14,2.0990586280822754,0.6432144045829773,0,,,,,
0.1243421882390976,0.4372095465660095,1.625,19,1.968549370765686,0.47241929173469543,0,,,,,
0.1763097643852234,0.49588459730148315,1.625,24,2.2326231002807617,0.35930508375167847,0,,,,,
0.14035619795322418,0.35454708337783813,1.0,29,1.6880717277526855,0.27719658613204956,0,,,,,
0.08990126103162766,0.3301963210105896,1.875,34,1.470120906829834,0.3602219820022583,0,,,,,
0.09059574455022812,0.33644941449165344,2.125,39,1.458815574645996,0.33293798565864563,0,,,,,
0.10357887297868729,0.4003915786743164,2.375,44,1.7139732837677002,0.3952956795692444,0,,,,,
0.06284714490175247,0.27758610248565674,0.25,49,0.9660072922706604,0.09659937024116516,0,,,,,
0.06811073422431946,0.26913195848464966,7.875,54,1.2201439142227173,0.3413263261318207,0,,,,,
0.07962477952241898,0.313981831073761,9.625,59,1.4950207471847534,0.46893322467803955,0,,,,,
0.06314650923013687,0.2641896605491638,8.375,64,1.2434884309768677,0.39937660098075867,0,,,,,
0.0999176949262619,0.3968757092952728,9.375,69,1.6680314540863037,0.37469154596328735,0,,,,,
0.06723888218402863,0.2617732882499695,7.75,74,1.0860998630523682,0.2263588160276413,0,,,,,
0.0,0.0,0.0,79,0.007534244563430548,0.007534244563430548,0,,,,,
0.06067569553852081,0.2511191666126251,0.875,84,1.0159502029418945,0.2103334665298462,0,,,,,
0.08448535203933716,0.3213626444339752,1.0,89,1.284597396850586,0.21944528818130493,0,,,,,
0.05865442752838135,0.24201814830303192,0.5,94,0.9181739091873169,0.14086544513702393,0,,,,,
0.06709561496973038,0.2784431576728821,0.75,99,0.9416087865829468,0.04924439638853073,0,,,,,
0.0731469988822937,0.2737857699394226,8.0,104,1.1251475811004639,0.21184103190898895,0,,,,,
0.04842260479927063,0.21353812515735626,2.125,109,0.7534109354019165,0.08422168344259262,0,,,,,
0.08603871613740921,0.3657333552837372,2.75,114,1.3553138971328735,0.1936536282300949,0,,,,,
0.10160037875175476,0.41726672649383545,1.0,119,1.5169687271118164,0.17443335056304932,0,,,,,
0.10532642155885696,0.3198262155056,0.125,124,1.1788215637207031,0.01253693550825119,0,,,,,
0.08767110109329224,0.3436562716960907,10.875,129,1.3800866603851318,0.25441864132881165,0,,,,,
0.13233229517936707,0.3370143473148346,8.625,134,1.519613265991211,0.18392300605773926,0,,,,,
0.06536854803562164,0.26820099353790283,3.875,139,0.9776759147644043,0.1144312173128128,0,,,,,
0.07615586370229721,0.29557856917381287,1.5,144,1.1406100988388062,0.16867361962795258,0,,,,,
0.07774165272712708,0.297163188457489,11.625,149,1.268456220626831,0.28542160987854004,0,,,,,
0.06861847639083862,0.2509576678276062,2.875,154,0.9903233647346497,0.14531564712524414,0,,,,,
0.08216366916894913,0.27498605847358704,9.75,159,1.2085130214691162,0.24772252142429352,0,,,,,
0.08077165484428406,0.2825168967247009,1.875,164,1.0334393978118896,0.06454729288816452,0,,,,,
0.06657526642084122,0.254486083984375,2.125,169,0.9982772469520569,0.1564287394285202,0,,,,,
0.05998191609978676,0.22314918041229248,4.25,174,0.9310561418533325,0.18484820425510406,0,,,,,
0.05305888503789902,0.2417781800031662,3.5,179,0.8966273069381714,0.14777646958827972,0,,,,,
0.051660895347595215,0.22769871354103088,0.375,184,0.7359097599983215,0.022207848727703094,0,,,,,
0.08373542875051498,0.35733771324157715,1.125,189,1.2435352802276611,0.11018263548612595,0,,,,,
0.08544328063726425,0.3346501886844635,10.375,194,1.3299322128295898,0.2334154099225998,0,,,,,
0.15330256521701813,0.4045807123184204,0.0,199,1.5826618671417236,0.0069875833578407764,0,,,,,
0.06066210940480232,0.27096521854400635,2.25,204,1.1095175743103027,0.26427656412124634,0,,,,,
0.07065531611442566,0.26282355189323425,3.25,209,0.9874645471572876,0.10854083299636841,0,,,,,
0.08267594873905182,0.3163323700428009,10.625,214,1.262166976928711,0.21612241864204407,0,,,,,
0.07627511024475098,0.3128218650817871,1.75,219,1.0676345825195312,0.06061525642871857,0,,,,,
