                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                0.66259,                0.55136,                 0.2845,                0.86946,                0.92818,                0.92203,                0.47485,                0.47878,                0.52755,                0.30391,              0.0093317,              0.0093317,              0.0093317
                     30,                0.62178,                0.54615,                  0.261,                0.86474,                0.91713,                0.92378,                0.46502,                0.49678,                0.52428,                0.31734,               0.009307,               0.009307,               0.009307
                     31,                0.62332,                0.54156,                0.26379,                0.86515,                0.92971,                0.91809,                0.47574,                0.47238,                0.53933,                0.29896,              0.0092823,              0.0092823,              0.0092823
                     32,                0.63477,                0.54161,                0.27289,                0.84846,                0.92269,                0.89616,                0.43906,                0.50691,                0.57019,                0.31153,              0.0092575,              0.0092575,              0.0092575
                     33,                0.65876,                0.54173,                0.26736,                0.84918,                0.91759,                0.90059,                0.44563,                0.49595,                0.57157,                0.31178,              0.0092327,              0.0092327,              0.0092327
                     34,                0.61216,                0.54175,                0.26099,                0.84528,                0.94537,                0.90559,                0.47422,                0.46914,                0.53842,                0.29931,               0.009208,               0.009208,               0.009208
                     35,                0.64028,                0.54787,                 0.2641,                0.86047,                0.94491,                0.92252,                0.48773,                0.45729,                0.54137,                0.28896,              0.0091833,              0.0091833,              0.0091833
                     36,                0.60213,                0.54932,                0.26039,                0.85067,                0.93362,                0.90419,                0.44336,                0.50664,                0.54606,                0.30604,              0.0091585,              0.0091585,              0.0091585
                     37,                0.66135,                0.52958,                0.26973,                0.86802,                0.92257,                0.91687,                0.48205,                0.46316,                0.54179,                0.29339,              0.0091337,              0.0091337,              0.0091337
                     38,                0.63546,                0.54277,                 0.2592,                0.85986,                0.92891,                0.91881,                0.45951,                0.50108,                0.54078,                0.31462,               0.009109,               0.009109,               0.009109
                     39,                0.61998,                0.55573,                 0.2646,                0.87519,                0.93168,                0.92807,                0.48208,                0.47762,                0.55002,                0.30497,              0.0090843,              0.0090843,              0.0090843
                     40,                0.59734,                0.55858,                0.25063,                0.87334,                0.93565,                0.93353,                0.48903,                0.48021,                0.55398,                0.30447,              0.0090595,              0.0090595,              0.0090595
                     41,                0.62756,                0.55062,                0.25908,                0.83918,                0.93843,                 0.9017,                0.45783,                0.49864,                0.53221,                0.31563,              0.0090347,              0.0090347,              0.0090347
                     42,                0.63453,                0.52942,                0.26245,                 0.8533,                0.93194,                  0.911,                0.46932,                0.48055,                 0.5396,                0.30266,                0.00901,                0.00901,                0.00901
                     43,                0.61745,                0.54966,                0.25781,                0.87815,                 0.9338,                0.92682,                 0.4892,                0.46541,                0.51293,                0.29723,              0.0089853,              0.0089853,              0.0089853
                     44,                0.63748,                0.53148,                0.25503,                0.85348,                0.94117,                0.91951,                0.47929,                0.48203,                 0.5619,                0.30138,              0.0089605,              0.0089605,              0.0089605
                     45,                0.65268,                0.52621,                0.25771,                0.86124,                 0.9375,                0.92016,                0.49143,                 0.4627,                0.53276,                0.29587,              0.0089358,              0.0089358,              0.0089358
                     46,                0.61548,                0.54625,                0.25933,                0.86369,                0.92987,                0.91464,                0.48813,                0.46503,                0.52836,                0.29563,               0.008911,               0.008911,               0.008911
                     47,                0.58612,                0.54117,                0.24987,                0.86079,                0.92753,                0.91483,                0.46562,                0.47985,                0.53929,                0.30408,              0.0088863,              0.0088863,              0.0088863
                     48,                0.60197,                0.54166,                0.24645,                0.83934,                0.91759,                0.89478,                0.46906,                0.47742,                 0.5689,                0.30173,              0.0088615,              0.0088615,              0.0088615
                     49,                0.63707,                0.53188,                0.25426,                0.86063,                0.94306,                0.92568,                 0.4894,                0.47465,                0.53219,                0.30429,              0.0088368,              0.0088368,              0.0088368
                     50,                0.62863,                0.54239,                0.25723,                0.84311,                0.94167,                0.90564,                0.47554,                0.47504,                 0.5732,                0.30217,               0.008812,               0.008812,               0.008812
                     51,                0.58005,                0.55304,                0.24694,                0.86412,                0.94306,                0.93008,                0.49053,                0.47193,                 0.5547,                 0.3036,              0.0087872,              0.0087872,              0.0087872
                     52,                0.60061,                0.53767,                0.25223,                0.85791,                0.92803,                0.91848,                0.47341,                0.48864,                0.53206,                0.31019,              0.0087625,              0.0087625,              0.0087625
                     53,                0.58753,                0.55715,                 0.2479,                0.87779,                0.93333,                0.92331,                0.48036,                0.47925,                0.52386,                0.30574,              0.0087378,              0.0087378,              0.0087378
                     54,                  0.569,                 0.5476,                 0.2435,                 0.8543,                0.93333,                0.90639,                0.48145,                0.46474,                 0.5373,                0.29636,               0.008713,               0.008713,               0.008713
                     55,                0.61118,                0.55132,                0.24938,                0.84558,                0.93565,                0.90175,                0.48222,                0.46507,                0.56704,                0.29499,              0.0086882,              0.0086882,              0.0086882
                     56,                0.59905,                0.53226,                0.24494,                0.86829,                0.93394,                0.92773,                0.48574,                0.47125,                0.55157,                 0.2999,              0.0086635,              0.0086635,              0.0086635
                     57,                0.64889,                0.53129,                0.26046,                0.84266,                0.94221,                0.90016,                0.45801,                0.50039,                0.55541,                 0.3149,              0.0086388,              0.0086388,              0.0086388
                     58,                0.59708,                0.54304,                0.24733,                0.84585,                0.93935,                0.90253,                0.48029,                0.46635,                 0.5457,                0.29629,               0.008614,               0.008614,               0.008614
                     59,                 0.5894,                0.54194,                0.24021,                0.86667,                0.93472,                  0.923,                0.49567,                0.45172,                0.54678,                0.28949,              0.0085893,              0.0085893,              0.0085893
                     60,                0.61479,                0.54386,                0.25009,                0.85954,                0.93935,                0.92805,                0.48799,                 0.4752,                0.54583,                 0.3019,              0.0085645,              0.0085645,              0.0085645
                     61,                0.58837,                0.54771,                0.24341,                0.86066,                 0.9265,                0.91688,                0.49206,                0.46069,                0.54348,                 0.2937,              0.0085398,              0.0085398,              0.0085398
                     62,                 0.6197,                0.54064,                0.25134,                0.84172,                0.94352,                 0.9022,                 0.4777,                0.46791,                0.53834,                0.29382,               0.008515,               0.008515,               0.008515
                     63,                0.57934,                0.53676,                0.23809,                0.86678,                0.93679,                0.93791,                0.50043,                0.46786,                0.55367,                0.29622,              0.0084903,              0.0084903,              0.0084903
                     64,                0.58894,                0.52977,                0.24416,                 0.8545,                0.93148,                0.91898,                0.47734,                0.47697,                0.54206,                0.30281,              0.0084655,              0.0084655,              0.0084655
                     65,                 0.5723,                0.53221,                0.23264,                0.86611,                 0.9287,                0.92457,                0.48773,                0.47065,                0.53597,                0.30167,              0.0084408,              0.0084408,              0.0084408
                     66,                0.57306,                0.54061,                0.24266,                0.86319,                0.92892,                0.91197,                0.47076,                0.48824,                0.54042,                0.31154,               0.008416,               0.008416,               0.008416
                     67,                0.58737,                0.53907,                0.24183,                0.86541,                0.92778,                0.91684,                 0.4872,                0.46604,                0.56034,                0.29515,              0.0083913,              0.0083913,              0.0083913
                     68,                0.57358,                 0.5443,                0.23776,                0.86315,                0.94213,                0.92274,                0.49501,                0.45418,                0.53938,                0.29144,              0.0083665,              0.0083665,              0.0083665
                     69,                0.56919,                 0.5369,                0.23748,                0.85083,                0.93426,                0.90511,                0.47626,                0.46565,                0.54821,                0.29896,              0.0083418,              0.0083418,              0.0083418
                     70,                0.56895,                0.52371,                0.22959,                 0.8565,                0.93472,                0.90702,                0.48404,                0.46558,                0.55544,                0.29955,               0.008317,               0.008317,               0.008317
                     71,                 0.5524,                0.52875,                0.22628,                 0.8673,                0.93981,                0.91275,                 0.4767,                0.47127,                0.56786,                0.30061,              0.0082922,              0.0082922,              0.0082922
                     72,                0.57475,                0.53795,                0.23985,                0.86567,                 0.9412,                0.92504,                0.49979,                0.45858,                  0.544,                 0.2959,              0.0082675,              0.0082675,              0.0082675
                     73,                 0.5477,                0.53555,                0.22529,                0.86163,                0.93611,                0.91774,                0.48613,                0.45945,                 0.5366,                0.29164,              0.0082428,              0.0082428,              0.0082428
                     74,                0.59751,                0.53113,                0.23772,                0.87238,                0.93043,                0.91991,                0.48904,                0.45675,                0.52567,                0.29395,               0.008218,               0.008218,               0.008218
                     75,                0.56849,                0.54289,                0.23906,                 0.8723,                0.91713,                0.91364,                0.48126,                0.47215,                0.53257,                0.30236,              0.0081932,              0.0081932,              0.0081932
                     76,                 0.5748,                0.53157,                0.23675,                0.86254,                0.94213,                0.92712,                0.49858,                0.45802,                 0.5394,                0.29622,              0.0081685,              0.0081685,              0.0081685
                     77,                0.55933,                0.53988,                0.23209,                0.85094,                0.93561,                0.91115,                0.48344,                0.46875,                0.54198,                0.29727,              0.0081437,              0.0081437,              0.0081437
                     78,                 0.5483,                0.54819,                  0.233,                0.87902,                0.92778,                0.92716,                0.49527,                0.46591,                0.52555,                0.30144,               0.008119,               0.008119,               0.008119
                     79,                0.55749,                0.54833,                0.22812,                 0.8627,                0.92214,                0.92205,                 0.4876,                0.47356,                0.55512,                0.30017,              0.0080942,              0.0080942,              0.0080942
                     80,                0.54538,                0.53148,                0.22787,                0.85927,                 0.9385,                0.92207,                0.49314,                 0.4659,                0.56869,                0.29908,              0.0080695,              0.0080695,              0.0080695
                     81,                0.52617,                0.54361,                0.22023,                0.86057,                 0.9144,                0.91708,                0.48795,                0.46613,                0.55373,                0.30023,              0.0080447,              0.0080447,              0.0080447
                     82,                0.58249,                 0.5396,                0.23605,                0.85357,                0.93519,                0.92005,                0.49625,                0.46255,                0.53487,                0.29457,                0.00802,                0.00802,                0.00802
                     83,                0.56566,                0.53611,                 0.2318,                0.84872,                0.94491,                0.90945,                0.47113,                0.48035,                0.55795,                0.30065,              0.0079953,              0.0079953,              0.0079953
                     84,                0.55837,                0.53134,                 0.2299,                0.84962,                0.92731,                0.91024,                0.49064,                0.46481,                0.55208,                0.30054,              0.0079705,              0.0079705,              0.0079705
                     85,                0.55195,                0.53896,                0.23417,                0.87051,                0.93565,                0.92111,                0.49269,                0.46533,                0.54351,                0.29895,              0.0079457,              0.0079457,              0.0079457
                     86,                0.53564,                0.54244,                0.22069,                0.86629,                 0.9375,                0.92928,                0.49657,                0.46598,                0.54997,                0.29998,               0.007921,               0.007921,               0.007921
                     87,                0.55185,                0.52429,                0.22119,                0.86199,                 0.9282,                0.92032,                0.49681,                0.45727,                0.55356,                0.29419,              0.0078963,              0.0078963,              0.0078963
                     88,                0.54468,                 0.5349,                0.23146,                0.85709,                0.93056,                0.91249,                0.48529,                0.46609,                 0.5414,                0.29923,              0.0078715,              0.0078715,              0.0078715
                     89,                0.54779,                0.53682,                0.21908,                0.86006,                  0.939,                0.91911,                0.49552,                0.45743,                0.55137,                0.29169,              0.0078467,              0.0078467,              0.0078467
                     90,                0.53402,                0.53858,                0.21793,                0.85115,                0.93451,                0.90763,                0.49152,                0.45859,                 0.5545,                0.29274,               0.007822,               0.007822,               0.007822
                     91,                0.54601,                  0.539,                0.22565,                 0.8714,                0.93287,                0.92879,                0.49955,                0.45715,                0.54294,                0.29554,              0.0077973,              0.0077973,              0.0077973
                     92,                 0.5375,                0.53206,                0.22374,                0.85652,                0.93412,                0.91888,                0.49191,                 0.4637,                0.56179,                0.29641,              0.0077725,              0.0077725,              0.0077725
                     93,                 0.5433,                0.53058,                0.22386,                0.86457,                0.93565,                0.91538,                0.48984,                 0.4614,                0.55673,                0.29602,              0.0077478,              0.0077478,              0.0077478
                     94,                0.55541,                0.53067,                 0.2242,                0.86014,                0.93673,                 0.9271,                0.49566,                0.45815,                0.54847,                0.29082,               0.007723,               0.007723,               0.007723
                     95,                0.54804,                0.52536,                0.22497,                0.86438,                0.92949,                0.91909,                  0.498,                0.45576,                0.55564,                0.28867,              0.0076983,              0.0076983,              0.0076983
                     96,                0.58246,                0.53615,                0.23202,                0.86028,                0.93214,                0.91878,                 0.4929,                 0.4644,                0.53656,                0.29689,              0.0076735,              0.0076735,              0.0076735
                     97,                0.55256,                0.53269,                0.22317,                0.85757,                0.94167,                0.92982,                0.49246,                0.46526,                 0.5646,                0.29589,              0.0076488,              0.0076488,              0.0076488
                     98,                0.53932,                0.52606,                0.21722,                0.86662,                0.93246,                0.93133,                0.50005,                0.46099,                0.55572,                0.29382,               0.007624,               0.007624,               0.007624
                     99,                0.52048,                0.52593,                0.21788,                0.86159,                 0.9338,                0.91999,                0.49522,                0.45539,                0.54627,                0.29038,              0.0075993,              0.0075993,              0.0075993
                    100,                0.55243,                0.53875,                0.22539,                 0.8637,                0.93426,                0.91491,                0.48852,                0.47053,                0.53843,                0.29957,              0.0075745,              0.0075745,              0.0075745
                    101,                0.53312,                0.53769,                0.22262,                0.85618,                0.93429,                0.92314,                0.50082,                0.45237,                0.55374,                 0.2869,              0.0075498,              0.0075498,              0.0075498
                    102,                0.55706,                0.52592,                0.21995,                 0.8605,                0.92361,                0.91469,                0.49969,                  0.454,                0.55321,                0.28877,               0.007525,               0.007525,               0.007525
                    103,                0.53419,                0.53811,                0.21859,                0.85573,                0.93796,                0.91788,                0.49519,                0.45472,                0.55437,                0.28818,              0.0075003,              0.0075003,              0.0075003
                    104,                0.50689,                0.53336,                 0.2107,                0.86937,                0.93102,                0.93112,                0.50611,                0.45388,                0.56935,                 0.2896,              0.0074755,              0.0074755,              0.0074755
                    105,                0.52684,                0.52558,                0.21484,                0.86499,                0.93431,                 0.9229,                0.49954,                 0.4561,                0.56822,                0.29393,              0.0074507,              0.0074507,              0.0074507
                    106,                0.52397,                0.52647,                0.21403,                0.86997,                0.93056,                 0.9277,                0.49653,                0.46819,                0.55457,                0.30076,               0.007426,               0.007426,               0.007426
                    107,                0.51973,                0.52798,                0.21061,                0.88088,                0.92731,                0.93522,                0.50013,                 0.4578,                0.56198,                0.29082,              0.0074013,              0.0074013,              0.0074013
                    108,                0.49967,                0.52539,                0.20862,                0.86562,                0.92451,                0.92254,                0.49559,                0.45816,                 0.5555,                0.29337,              0.0073765,              0.0073765,              0.0073765
                    109,                0.51879,                0.52974,                0.20905,                0.87247,                0.92546,                0.92484,                0.49764,                0.45586,                0.55193,                0.29045,              0.0073517,              0.0073517,              0.0073517
                    110,                0.54036,                0.54196,                0.21565,                0.85829,                0.92813,                0.91546,                0.49468,                0.46034,                0.57105,                0.29458,               0.007327,               0.007327,               0.007327
                    111,                0.50654,                0.52812,                0.20368,                0.87818,                0.93241,                0.93097,                0.50479,                0.45397,                0.56002,                0.29091,              0.0073023,              0.0073023,              0.0073023
                    112,                0.52723,                0.52728,                0.21708,                0.86071,                0.94116,                 0.9226,                0.48634,                0.47757,                 0.5524,                 0.3029,              0.0072775,              0.0072775,              0.0072775
                    113,                0.51711,                0.52872,                0.21456,                0.85682,                0.94167,                0.92434,                 0.4914,                 0.4709,                0.56139,                0.30089,              0.0072527,              0.0072527,              0.0072527
                    114,                0.52285,                0.52711,                0.21296,                0.84801,                0.94398,                0.91192,                 0.4935,                0.45787,                0.57393,                0.29339,               0.007228,               0.007228,               0.007228
                    115,                0.52707,                0.52727,                0.21849,                0.83991,                0.93511,                0.90694,                0.48537,                0.46918,                0.56829,                0.29928,              0.0072033,              0.0072033,              0.0072033
                    116,                0.53484,                0.53284,                0.21873,                0.86177,                0.92917,                0.92589,                0.49118,                0.46561,                0.55712,                0.29763,              0.0071785,              0.0071785,              0.0071785
                    117,                0.54024,                0.52564,                0.21915,                0.86155,                0.93102,                0.92135,                0.49603,                0.45422,                0.55665,                0.28887,              0.0071538,              0.0071538,              0.0071538
                    118,                0.51951,                0.51683,                0.21294,                0.85878,                0.93009,                0.93343,                0.49826,                0.45939,                0.56015,                0.29605,               0.007129,               0.007129,               0.007129
                    119,                 0.5186,                0.52951,                0.21322,                0.85307,                0.93333,                0.92682,                0.49258,                0.46861,                0.56206,                0.29919,              0.0071042,              0.0071042,              0.0071042
                    120,                0.54626,                 0.5232,                0.21942,                0.87228,                0.92917,                0.93454,                0.49696,                0.46324,                0.56576,                 0.2978,              0.0070795,              0.0070795,              0.0070795
                    121,                0.51823,                0.52459,                0.21037,                 0.8657,                  0.925,                0.93401,                0.50041,                0.46469,                0.57697,                0.29804,              0.0070547,              0.0070547,              0.0070547
                    122,                0.52628,                0.53245,                0.21349,                0.87318,                0.92778,                0.93881,                0.49816,                0.47222,                0.56257,                0.30034,                0.00703,                0.00703,                0.00703
                    123,                0.55132,                0.51199,                0.21749,                0.86836,                0.93102,                0.92484,                0.49466,                0.46408,                0.56408,                0.29674,              0.0070053,              0.0070053,              0.0070053
                    124,                0.53108,                0.52441,                0.21189,                0.85651,                0.93565,                0.91716,                0.49604,                0.45932,                0.57255,                0.29208,              0.0069805,              0.0069805,              0.0069805
                    125,                0.51534,                0.53087,                0.20299,                0.86045,                0.92731,                0.92199,                0.49816,                0.46193,                 0.5468,                0.29586,              0.0069558,              0.0069558,              0.0069558
                    126,                0.52593,                0.53186,                0.21112,                0.86206,                0.92639,                0.91944,                 0.5027,                0.45598,                0.56854,                0.29007,               0.006931,               0.006931,               0.006931
                    127,                0.49046,                0.53369,                0.20064,                 0.8738,                0.91998,                0.92395,                0.49561,                0.46029,                0.57032,                0.29647,              0.0069063,              0.0069063,              0.0069063
                    128,                 0.4881,                0.52907,                0.19855,                0.86054,                0.91991,                0.92195,                0.49991,                0.46071,                0.57315,                0.29739,              0.0068815,              0.0068815,              0.0068815
                    129,                0.49944,                0.51962,                0.19886,                0.86968,                0.93102,                0.92661,                0.50242,                0.46113,                0.56208,                0.29662,              0.0068568,              0.0068568,              0.0068568
                    130,                0.51705,                0.51614,                0.20747,                0.86528,                0.93287,                0.92809,                0.50213,                0.45776,                0.55931,                0.29703,               0.006832,               0.006832,               0.006832
                    131,                0.52008,                0.51901,                0.19968,                0.85872,                0.93009,                0.92074,                0.49295,                0.46605,                0.56947,                0.30405,              0.0068073,              0.0068073,              0.0068073
                    132,                0.51466,                0.52956,                0.20495,                0.86022,                0.93194,                0.92715,                0.49992,                0.45892,                0.56671,                0.29795,              0.0067825,              0.0067825,              0.0067825
                    133,                 0.5069,                0.52933,                0.20607,                0.85648,                0.93194,                0.92585,                0.49317,                0.46292,                0.57677,                0.29792,              0.0067577,              0.0067577,              0.0067577
                    134,                0.48112,                0.53581,                0.19933,                0.86689,                0.92824,                0.93618,                0.50489,                0.45889,                 0.5682,                0.29521,               0.006733,               0.006733,               0.006733
                    135,                0.49382,                 0.5224,                0.20169,                0.85846,                0.94074,                0.93247,                0.50442,                0.45546,                0.57518,                0.28934,              0.0067082,              0.0067082,              0.0067082
                    136,                0.51685,                0.52187,                0.20963,                0.87927,                0.93287,                0.93983,                 0.5042,                0.45774,                0.56838,                0.29177,              0.0066835,              0.0066835,              0.0066835
                    137,                0.50199,                0.51812,                0.20604,                0.86316,                0.92593,                0.93015,                0.49941,                0.45871,                0.58546,                0.29294,              0.0066587,              0.0066587,              0.0066587
                    138,                0.52878,                0.52157,                 0.2108,                0.86363,                0.92355,                0.91807,                0.48643,                0.46039,                0.56857,                0.29649,               0.006634,               0.006634,               0.006634
                    139,                0.50588,                0.53352,                0.19878,                0.87523,                0.92885,                0.93571,                0.50116,                 0.4618,                 0.5802,                0.29482,              0.0066092,              0.0066092,              0.0066092
                    140,                0.50833,                0.51713,                0.20139,                0.86407,                0.93333,                0.93355,                0.49809,                0.45981,                 0.5643,                0.29368,              0.0065845,              0.0065845,              0.0065845
                    141,                 0.5205,                0.52458,                0.21131,                0.85878,                0.93009,                0.92152,                0.48873,                 0.4718,                0.58022,                0.30067,              0.0065598,              0.0065598,              0.0065598
                    142,                0.52614,                0.52352,                0.20947,                0.86591,                0.92676,                0.91923,                0.48852,                0.47231,                0.58054,                0.30397,               0.006535,               0.006535,               0.006535
                    143,                0.52558,                 0.5283,                0.20279,                0.86671,                 0.9338,                0.93806,                0.50513,                0.45826,                0.58062,                0.29252,              0.0065102,              0.0065102,              0.0065102
                    144,                0.53922,                0.52858,                0.21208,                0.87156,                 0.9125,                0.93062,                 0.4966,                0.46306,                0.57666,                0.29196,              0.0064855,              0.0064855,              0.0064855
                    145,                0.54332,                0.52652,                0.21252,                0.87349,                0.93341,                0.93005,                0.49851,                0.46069,                0.55981,                0.29422,              0.0064608,              0.0064608,              0.0064608
                    146,                0.52818,                0.52219,                 0.2119,                0.86264,                0.93657,                0.92723,                0.49163,                0.47244,                0.57007,                0.30022,               0.006436,               0.006436,               0.006436
                    147,                0.50131,                0.52254,                0.19693,                0.86204,                0.92862,                0.92382,                0.49681,                0.46291,                0.57388,                  0.296,              0.0064112,              0.0064112,              0.0064112
                    148,                0.51648,                0.51745,                0.19718,                0.86513,                0.93545,                0.92292,                0.49941,                0.45811,                0.56946,                0.29323,              0.0063865,              0.0063865,              0.0063865
                    149,                0.49104,                0.51275,                0.19406,                 0.8584,                0.93981,                0.92346,                0.49997,                0.45832,                0.57928,                0.29402,              0.0063618,              0.0063618,              0.0063618
                    150,                0.47941,                0.52466,                0.19163,                0.86481,                0.92315,                0.91804,                0.49566,                0.46153,                0.56892,                0.29631,               0.006337,               0.006337,               0.006337
                    151,                0.48272,                0.52037,                0.19499,                0.86649,                0.92176,                0.91554,                0.49332,                0.46061,                0.58002,                0.29644,              0.0063122,              0.0063122,              0.0063122
                    152,                0.49111,                0.52224,                0.19908,                0.85926,                0.93287,                0.91615,                0.48698,                0.47389,                0.58705,                0.30472,              0.0062875,              0.0062875,              0.0062875
                    153,                 0.4972,                0.52192,                0.20074,                0.86545,                 0.9291,                0.93209,                0.49907,                0.46556,                0.57453,                    0.3,              0.0062628,              0.0062628,              0.0062628
                    154,                0.47425,                0.51685,                0.18794,                0.87359,                0.92147,                0.93304,                0.49742,                0.46981,                0.57774,                0.30141,               0.006238,               0.006238,               0.006238
