step,train_cardinality_error,train_loss_bbox,train_loss_ce,train_loss_giou,training_loss,epoch,validation_loss_giou,validation/loss,validation_loss_bbox,validation_loss_ce,validation_cardinality_error
4,46.5,0.0,0.00026117602828890085,0.0,0.00026117602828890085,0,,,,,
9,50.0,0.15660010278224945,1.1985933780670166,0.5640245676040649,3.10964298248291,0,,,,,
14,6.0,0.15258407592773438,1.1270668506622314,0.4844251573085785,2.858837604522705,0,,,,,
19,2.0,0.0,0.00014312504208646715,0.0,0.00014312504208646715,0,,,,,
24,1.5,0.13373535871505737,0.9889529347419739,0.3783496618270874,2.4143290519714355,0,,,,,
29,1.0,0.0,0.00015172506391536444,0.0,0.00015172506391536444,0,,,,,
34,1.5,0.14440184831619263,0.8904989957809448,0.3177185654640198,2.2479453086853027,0,,,,,
39,7.0,0.28351056575775146,1.159807801246643,0.6039599776268005,3.785280704498291,0,,,,,
44,15.0,0.08293213695287704,0.9681426882743835,0.33928972482681274,2.06138277053833,0,,,,,
49,4.5,0.10348163545131683,0.8298709392547607,0.3760792911052704,2.099437713623047,0,,,,,
54,0.5,0.0,0.0023232880048453808,0.0,0.0023232880048453808,0,,,,,
59,2.0,0.08806091547012329,0.7360155582427979,0.29057684540748596,1.7574737071990967,0,,,,,
64,5.0,0.15731170773506165,1.08176851272583,0.29892659187316895,2.4661803245544434,0,,,,,
69,36.5,0.08043400198221207,0.6914035677909851,0.2495834231376648,1.5927404165267944,0,,,,,
74,5.0,0.048256296664476395,0.578986644744873,0.22661451995372772,1.273497223854065,0,,,,,
79,186.0,0.0,3.181189822498709e-05,0.0,3.181189822498709e-05,0,,,,,
84,9.0,0.15719324350357056,0.8746491074562073,0.7653403878211975,3.191296100616455,0,,,,,
89,11.5,0.06535696238279343,0.5959853529930115,0.2936835289001465,1.5101372003555298,0,,,,,
94,16.5,0.04048403352499008,0.4451688528060913,0.21627430617809296,1.0801376104354858,0,,,,,
99,61.0,0.08797772228717804,0.38238003849983215,0.36293885111808777,1.5481462478637695,0,,,,,
104,80.5,0.09067361801862717,0.5191230773925781,0.39237672090530396,1.75724458694458,0,,,,,
109,108.5,0.14564158022403717,0.9157423377037048,0.46321138739585876,2.570373058319092,0,,,,,
114,3.5,0.03430093079805374,0.3549582362174988,0.17432193458080292,0.8751068115234375,0,,,,,
119,20.5,0.10388199985027313,0.37560635805130005,0.4439040422439575,1.7828245162963867,0,,,,,
124,3.0,0.07254309952259064,0.2690381407737732,0.30162879824638367,1.2350112199783325,0,,,,,
129,3.0,0.06338438391685486,0.3304804265499115,0.23976564407348633,1.1269335746765137,0,,,,,
134,50.0,0.06167411804199219,0.3967440724372864,0.28026673197746277,1.2656481266021729,0,,,,,
139,110.5,0.0565861351788044,0.30335235595703125,0.2658978998661041,1.1180788278579712,0,,,,,
144,279.0,0.0,1.319933380727889e-05,0.0,1.319933380727889e-05,0,,,,,
149,24.0,0.10178039968013763,0.44367021322250366,0.3488078713417053,1.6501879692077637,0,,,,,
154,262.5,0.07853078842163086,0.8425667881965637,0.2736165523529053,1.7824537754058838,0,,,,,
159,298.5,0.0,1.0085074791277293e-05,0.0,1.0085074791277293e-05,0,,,,,
164,152.0,0.12265975773334503,0.40866827964782715,0.2988983690738678,1.6197638511657715,0,,,,,
169,214.5,0.0,0.00034941689227707684,0.0,0.00034941689227707684,0,,,,,
174,151.0,0.0603119395673275,0.33701497316360474,0.2786467671394348,1.1958682537078857,0,,,,,
179,294.0,0.0,6.886851224408019e-06,0.0,6.886851224408019e-06,0,,,,,
184,150.5,0.04145409166812897,0.32619473338127136,0.18594609200954437,0.9053573608398438,0,,,,,
189,295.5,0.0,4.183954843028914e-06,0.0,4.183954843028914e-06,0,,,,,
194,155.0,0.06845523416996002,0.23969867825508118,0.3249664604663849,1.231907844543457,0,,,,,
199,281.0,0.0,2.8807819489884423e-06,0.0,2.8807819489884423e-06,0,,,,,
204,275.5,0.08068107068538666,1.3265371322631836,0.46936506032943726,2.668672561645508,0,,,,,
209,1.5,0.07560986280441284,0.421397864818573,0.23436467349529266,1.268176555633545,0,,,,,
214,18.5,0.07840047776699066,0.22199727594852448,0.30284684896469116,1.2196934223175049,0,,,,,
219,4.5,0.0,4.497689587878995e-06,0.0,4.497689587878995e-06,0,,,,,
224,8.0,0.07092314213514328,0.23905131220817566,0.27136459946632385,1.1363961696624756,0,,,,,
229,8.5,0.0741463378071785,0.2794072926044464,0.26039132475852966,1.1709215641021729,0,,,,,
234,10.5,0.0,2.6973409603670007e-06,0.0,2.6973409603670007e-06,0,,,,,
239,16.5,0.0,3.807048642556765e-06,0.0,3.807048642556765e-06,0,,,,,
244,8.5,0.0,0.00031663276604376733,0.0,0.00031663276604376733,0,,,,,
249,14.0,0.059634700417518616,0.3311289846897125,0.25754278898239136,1.1443880796432495,0,,,,,
254,129.0,0.09708300232887268,1.0869110822677612,0.3644758462905884,2.3012776374816895,0,,,,,
259,85.5,0.06918390840291977,0.3229011595249176,0.2460729479789734,1.1609666347503662,0,,,,,
264,88.0,0.0,0.008728769607841969,0.0,0.008728769607841969,0,,,,,
269,2.5,0.10259106010198593,0.3029354512691498,0.3254605829715729,1.4668118953704834,0,,,,,
274,4.5,0.08881425857543945,0.23703786730766296,0.30567866563796997,1.2924665212631226,0,,,,,
279,120.0,0.050550367683172226,0.31392860412597656,0.24630896747112274,1.0592983961105347,0,,,,,
284,233.5,0.0,1.1859776805067668e-06,0.0,1.1859776805067668e-06,0,,,,,
289,127.0,0.04714031144976616,0.5399101376533508,0.2256159782409668,1.2268435955047607,0,,,,,
294,120.5,0.06487923860549927,0.2837386131286621,0.28373804688453674,1.175610899925232,0,,,,,
299,246.0,0.0,1.1740404488591594e-06,0.0,1.1740404488591594e-06,0,,,,,
304,11.5,0.07893402129411697,0.2370450645685196,0.32240620255470276,1.2765276432037354,0,,,,,
309,94.5,0.07712121307849884,0.15950186550617218,0.29003793001174927,1.1251838207244873,0,,,,,
314,57.5,0.0,0.07527712732553482,0.0,0.07527712732553482,0,,,,,
319,91.5,0.08009171485900879,0.28814852237701416,0.31057989597320557,1.3097668886184692,0,,,,,
324,131.5,0.048949576914310455,0.263979434967041,0.21596688032150269,0.9406610727310181,0,,,,,
329,131.0,0.0870254635810852,0.2509869635105133,0.34100115299224854,1.3681166172027588,0,,,,,
334,158.5,0.03768989443778992,0.40694916248321533,0.16209912300109863,0.9195969104766846,0,,,,,
339,18.0,0.05471760779619217,0.2648930847644806,0.2396429032087326,1.0177669525146484,0,,,,,
344,100.0,0.045103803277015686,0.30836769938468933,0.2567954659461975,1.0474777221679688,0,,,,,
349,62.0,0.052600305527448654,0.38760581612586975,0.1812417060136795,1.01309072971344,0,,,,,
354,127.0,0.0,1.1134575288451742e-06,0.0,1.1134575288451742e-06,0,,,,,
359,81.0,0.04562617093324661,0.2590869069099426,0.1726292371749878,0.8324762582778931,0,,,,,
364,44.0,0.19998902082443237,0.9873584508895874,0.8032084107398987,3.5937204360961914,0,,,,,
369,290.5,0.0,5.164764615983586e-07,0.0,5.164764615983586e-07,0,,,,,
374,8.5,0.08109891414642334,0.5491425395011902,0.23377135396003723,1.4221798181533813,0,,,,,
379,278.0,0.0,5.053460085946426e-07,0.0,5.053460085946426e-07,0,,,,,
384,271.0,0.0,5.84190843255783e-07,0.0,5.84190843255783e-07,0,,,,,
389,282.0,0.0,3.9126061324168404e-07,0.0,3.9126061324168404e-07,0,,,,,
394,191.0,0.055027298629283905,0.651473879814148,0.2157639116048813,1.3581382036209106,0,,,,,
399,154.5,0.12023400515317917,0.41014063358306885,0.30843493342399597,1.6281805038452148,0,,,,,
404,300.0,0.0,4.26133738073986e-07,0.0,4.26133738073986e-07,0,,,,,
409,8.0,0.06283728778362274,0.2816673219203949,0.2189222276210785,1.033698320388794,0,,,,,
414,152.0,0.08035525679588318,0.2887060046195984,0.20476245880126953,1.100007176399231,0,,,,,
419,292.0,0.0,1.12850648292806e-06,0.0,1.12850648292806e-06,0,,,,,
424,150.0,0.06492653489112854,0.2552963197231293,0.2824910283088684,1.1449110507965088,0,,,,,
429,185.5,0.044690512120723724,0.36388447880744934,0.1938057839870453,0.9749485850334167,0,,,,,
434,151.0,0.06369750201702118,0.2742893099784851,0.260424941778183,1.1136267185211182,0,,,,,
439,153.5,0.04998005926609039,0.24713894724845886,0.23634777963161469,0.969734787940979,0,,,,,
444,135.5,0.02745278924703598,0.22374147176742554,0.197124183177948,0.755253791809082,0,,,,,
449,23.5,0.06410234421491623,0.5689157843589783,0.5164408683776855,1.9223092794418335,0,,,,,
454,105.5,0.05470653995871544,0.2188587784767151,0.23501916229724884,0.9624297618865967,0,,,,,
459,148.0,0.042410559952259064,0.45664066076278687,0.1326262652873993,0.9339459538459778,0,,,,,
464,298.0,0.0,6.949912858544849e-07,0.0,6.949912858544849e-07,0,,,,,
469,300.0,0.0,4.506314041918813e-07,0.0,4.506314041918813e-07,0,,,,,
474,299.0,0.0,4.284264321086084e-07,0.0,4.284264321086084e-07,0,,,,,
479,145.0,0.07472128421068192,0.24776193499565125,0.3318087160587311,1.2849857807159424,0,,,,,
484,3.0,0.07303072512149811,0.39447855949401855,0.2470911294221878,1.253814458847046,0,,,,,
489,288.5,0.0,5.029187946092861e-07,0.0,5.029187946092861e-07,0,,,,,
494,147.5,0.049731869250535965,0.3053055703639984,0.2673957943916321,1.0887565612792969,0,,,,,
