                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 1.2401,                0.69519,                 1.4017,                0.91317,                0.89287,                0.92421,                0.47079,                 1.6101,                0.66502,                 1.6672,              0.0063618,              0.0063618,              0.0063618
                    150,                 1.2173,                0.68113,                 1.3782,                0.92456,                0.89443,                0.93281,                0.48838,                 1.5837,                0.66618,                 1.6438,               0.006337,               0.006337,               0.006337
                    151,                 1.2139,                0.67831,                  1.384,                0.91371,                0.89939,                0.93142,                0.47998,                  1.601,                0.66683,                 1.6648,              0.0063122,              0.0063122,              0.0063122
                    152,                 1.2453,                  0.697,                 1.4139,                0.91631,                0.90312,                0.92998,                0.48065,                 1.5897,                0.66579,                  1.665,              0.0062875,              0.0062875,              0.0062875
                    153,                 1.2249,                0.68661,                 1.3916,                0.91181,                0.90461,                0.92938,                0.47728,                 1.5933,                0.65459,                 1.6626,              0.0062628,              0.0062628,              0.0062628
                    154,                 1.2088,                0.67393,                 1.3835,                0.91977,                0.89053,                0.92846,                0.47843,                 1.6013,                 0.6524,                 1.6609,               0.006238,               0.006238,               0.006238
                    155,                 1.2176,                0.68606,                 1.3917,                0.91258,                0.89552,                0.92991,                0.48135,                 1.6123,                 0.6664,                 1.6772,              0.0062132,              0.0062132,              0.0062132
                    156,                 1.1975,                0.67405,                 1.3685,                 0.9186,                0.88988,                0.92817,                0.48436,                   1.59,                0.65421,                 1.6622,              0.0061885,              0.0061885,              0.0061885
                    157,                 1.2102,                0.68313,                 1.3821,                0.92695,                0.88604,                0.93144,                0.47955,                  1.601,                0.66423,                 1.6666,              0.0061637,              0.0061637,              0.0061637
                    158,                 1.2111,                0.67983,                 1.3635,                0.91641,                0.89842,                0.93025,                0.47892,                  1.597,                0.66078,                 1.6687,               0.006139,               0.006139,               0.006139
                    159,                 1.1896,                0.67165,                 1.3686,                0.92002,                 0.8933,                0.93054,                0.47858,                 1.6047,                0.65989,                 1.6702,              0.0061142,              0.0061142,              0.0061142
                    160,                 1.2027,                0.67877,                 1.3769,                0.92436,                0.89543,                0.93019,                0.47379,                 1.6179,                0.66024,                 1.6768,              0.0060895,              0.0060895,              0.0060895
                    161,                 1.1859,                0.66355,                 1.3496,                0.92195,                0.88737,                 0.9255,                 0.4703,                 1.6103,                0.66401,                 1.6809,              0.0060647,              0.0060647,              0.0060647
                    162,                 1.1891,                0.67574,                 1.3636,                0.92663,                0.88944,                0.92388,                 0.4749,                  1.591,                0.65391,                 1.6663,                0.00604,                0.00604,                0.00604
                    163,                 1.1987,                0.66895,                 1.3685,                0.91589,                0.90141,                0.92666,                0.47508,                 1.5887,                0.65013,                 1.6645,              0.0060152,              0.0060152,              0.0060152
                    164,                 1.1871,                0.67336,                 1.3703,                0.92289,                0.90013,                0.92892,                0.47673,                 1.5907,                0.64521,                 1.6694,              0.0059905,              0.0059905,              0.0059905
                    165,                 1.2041,                0.67967,                 1.3823,                0.91944,                0.90568,                0.93139,                 0.4792,                 1.5917,                0.64851,                 1.6653,              0.0059658,              0.0059658,              0.0059658
                    166,                 1.1851,                0.67366,                 1.3673,                0.91896,                 0.9061,                0.92726,                0.46783,                 1.6195,                0.66114,                 1.6948,               0.005941,               0.005941,               0.005941
                    167,                 1.1937,                  0.677,                 1.3861,                 0.9182,                0.89842,                0.92434,                0.47504,                 1.5943,                0.64811,                 1.6755,              0.0059163,              0.0059163,              0.0059163
                    168,                 1.1829,                0.66134,                 1.3683,                0.92039,                0.89311,                0.92647,                0.47884,                 1.6051,                0.64466,                  1.689,              0.0058915,              0.0058915,              0.0058915
                    169,                 1.1763,                0.67862,                 1.3726,                0.91585,                0.89117,                0.92434,                0.47776,                 1.5994,                0.64283,                 1.6827,              0.0058668,              0.0058668,              0.0058668
                    170,                 1.1747,                 0.6683,                 1.3524,                0.91849,                0.90141,                0.92915,                0.47294,                 1.5998,                0.65257,                 1.6814,               0.005842,               0.005842,               0.005842
