                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     54,                 1.5425,                 1.0256,                 1.9712,                0.88303,                0.87316,                0.90361,                0.45109,                 1.6062,                0.85516,                 2.2397,               0.008713,               0.008713,               0.008713
                     55,                 1.5274,                0.98988,                 1.9354,                0.90212,                0.87836,                0.92139,                0.47441,                 1.5783,                0.83387,                 2.1871,              0.0086882,              0.0086882,              0.0086882
                     56,                 1.5292,                0.97878,                 1.9405,                0.89309,                0.85019,                0.91034,                0.46841,                 1.5877,                0.84388,                 2.2074,              0.0086635,              0.0086635,              0.0086635
                     57,                 1.5005,                0.94824,                 1.9092,                0.89019,                0.85117,                 0.9013,                0.46507,                 1.5538,                0.90025,                 2.1486,              0.0086388,              0.0086388,              0.0086388
                     58,                 1.5168,                0.95751,                 1.9345,                0.90188,                0.85361,                 0.9072,                0.46344,                  1.585,                0.84873,                 2.1734,               0.008614,               0.008614,               0.008614
                     59,                 1.5182,                0.98769,                 1.9217,                0.87846,                0.84522,                0.89764,                0.46036,                 1.5665,                 0.9058,                 2.1753,              0.0085893,              0.0085893,              0.0085893
                     60,                 1.5095,                0.99108,                 1.9206,                 0.9101,                0.87836,                 0.9245,                0.47164,                 1.6042,                0.80771,                 2.2214,              0.0085645,              0.0085645,              0.0085645
                     61,                 1.5274,                 1.0131,                 1.9482,                0.90541,                0.86199,                0.91481,                 0.4796,                 1.5441,                0.82406,                 2.1755,              0.0085398,              0.0085398,              0.0085398
                     62,                 1.5131,                 0.9534,                 1.9182,                0.88583,                0.89202,                0.91816,                0.46847,                 1.5894,                0.82149,                 2.1786,               0.008515,               0.008515,               0.008515
                     63,                 1.5076,                0.95716,                 1.9121,                0.91039,                0.88893,                0.92282,                0.47826,                 1.5494,                0.82903,                 2.1452,              0.0084903,              0.0084903,              0.0084903
                     64,                 1.4886,                0.92201,                 1.9051,                0.90342,                0.87324,                0.91659,                0.47998,                 1.5527,                0.84462,                 2.1789,              0.0084655,              0.0084655,              0.0084655
                     65,                 1.5006,                0.92506,                 1.9135,                0.90723,                0.88073,                0.91708,                 0.4698,                 1.5943,                0.85935,                 2.1884,              0.0084408,              0.0084408,              0.0084408
                     66,                 1.4846,                0.95136,                 1.8965,                0.89793,                0.88306,                0.91568,                0.47358,                 1.5539,                0.83473,                 2.1525,               0.008416,               0.008416,               0.008416
                     67,                 1.5092,                 0.9372,                 1.9129,                0.91456,                 0.8886,                   0.93,                0.48684,                 1.5421,                0.81634,                 2.1587,              0.0083913,              0.0083913,              0.0083913
                     68,                 1.4863,                0.91851,                 1.8903,                0.90024,                0.85887,                0.91971,                0.47719,                 1.5815,                0.81419,                 2.2172,              0.0083665,              0.0083665,              0.0083665
                     69,                 1.5135,                 0.9253,                 1.9388,                 0.9031,                0.86001,                 0.9197,                0.47588,                 1.5549,                0.79382,                 2.1751,              0.0083418,              0.0083418,              0.0083418
                     70,                 1.4837,                0.93355,                  1.889,                0.90924,                0.88007,                0.92337,                0.47812,                 1.5599,                0.79195,                 2.1871,               0.008317,               0.008317,               0.008317
                     71,                  1.483,                 0.9316,                  1.915,                0.90681,                0.89245,                0.92515,                0.47571,                 1.5724,                0.78353,                 2.2064,              0.0082922,              0.0082922,              0.0082922
                     72,                  1.479,                0.90858,                 1.8954,                0.89991,                0.87452,                0.91028,                 0.4554,                 1.5856,                0.83673,                 2.1803,              0.0082675,              0.0082675,              0.0082675
                     73,                 1.4783,                0.89552,                 1.8723,                0.91479,                0.88437,                0.92373,                0.48112,                 1.5578,                0.80058,                 2.1865,              0.0082428,              0.0082428,              0.0082428
                     74,                 1.4799,                0.92771,                 1.9067,                0.90718,                0.87594,                0.91924,                0.46792,                 1.5795,                0.81962,                 2.2056,               0.008218,               0.008218,               0.008218
                     75,                 1.4716,                 0.9072,                 1.8891,                0.85578,                0.80791,                0.88798,                0.45782,                 1.5785,                0.81267,                 2.1951,              0.0081932,              0.0081932,              0.0081932
                     76,                 1.4649,                0.93256,                 1.8771,                0.87982,                0.88109,                0.91091,                0.45877,                 1.5859,                 0.8444,                 2.1871,              0.0081685,              0.0081685,              0.0081685
                     77,                 1.4617,                0.91021,                 1.8933,                0.90743,                 0.8786,                0.91748,                 0.4717,                 1.5583,                0.81748,                 2.2007,              0.0081437,              0.0081437,              0.0081437
                     78,                 1.4552,                0.93048,                 1.8788,                0.90917,                 0.8843,                0.92837,                0.48745,                 1.5552,                0.79154,                 2.2049,               0.008119,               0.008119,               0.008119
                     79,                 1.4644,                0.88454,                 1.8933,                0.90815,                0.87793,                 0.9232,                0.47459,                 1.5858,                0.81512,                 2.1752,              0.0080942,              0.0080942,              0.0080942
                     80,                  1.474,                0.88617,                 1.8802,                0.89892,                0.88441,                0.91619,                0.47971,                 1.5754,                0.78112,                 2.2228,              0.0080695,              0.0080695,              0.0080695
