train_loss_ce,train_loss_giou,train_loss_bbox,train_cardinality_error,training_loss,epoch,step,validation_loss_ce,validation_loss_giou,validation_loss_bbox,validation/loss,validation_cardinality_error
0.8834173083305359,0.6542995572090149,0.15413382649421692,76.0,2.9626855850219727,0,4,,,,,
0.9436089992523193,0.6441771984100342,0.1281137764453888,121.5,2.872532367706299,0,9,,,,,
0.9380940198898315,0.6842396259307861,0.1907162070274353,113.5,3.2601542472839355,0,14,,,,,
0.9824292063713074,0.662659227848053,0.22143860161304474,62.0,3.41494083404541,0,19,,,,,
0.828676700592041,0.6899521350860596,0.15349839627742767,57.0,2.9760730266571045,0,24,,,,,
0.8824592232704163,0.7677341103553772,0.24988992512226105,62.0,3.66737699508667,0,29,,,,,
0.007755393162369728,0.0,0.0,8.0,0.007755393162369728,0,34,,,,,
0.870359480381012,0.5267419815063477,0.1481630653142929,40.5,2.664658784866333,0,39,,,,,
0.008865012787282467,0.0,0.0,34.5,0.008865012787282467,0,44,,,,,
0.011333296075463295,0.0,0.0,13.0,0.011333296075463295,0,49,,,,,
0.020354369655251503,0.0,0.0,1.0,0.020354369655251503,0,54,,,,,
0.02183665707707405,0.0,0.0,0.0,0.02183665707707405,0,59,,,,,
0.8299304842948914,0.4151739478111267,0.15777233242988586,9.5,2.4491400718688965,0,64,,,,,
0.6632480621337891,0.6880378723144531,0.14063066244125366,1.0,2.7424771785736084,0,69,,,,,
0.007923723198473454,0.0,0.0,18.0,0.007923723198473454,0,74,,,,,
0.8172279000282288,0.5175460577011108,0.11855418980121613,6.0,2.4450910091400146,0,79,,,,,
0.009642668068408966,0.0,0.0,9.0,0.009642668068408966,0,84,,,,,
0.7800148725509644,0.5024380683898926,0.1267983764410019,20.0,2.4188828468322754,0,89,,,,,
0.008513555862009525,0.0,0.0,7.0,0.008513555862009525,0,94,,,,,
0.7426741123199463,0.45652520656585693,0.12409212440252304,3.5,2.2761850357055664,0,99,,,,,
0.7808347940444946,0.4929646849632263,0.1038300022482872,5.0,2.285914182662964,0,104,,,,,
0.7584972977638245,0.6014573574066162,0.16542771458625793,11.5,2.788550615310669,0,109,,,,,
0.018633419647812843,0.0,0.0,0.0,0.018633419647812843,0,114,,,,,
0.02100730501115322,0.0,0.0,0.5,0.02100730501115322,0,119,,,,,
0.6747850179672241,0.44425249099731445,0.10692344605922699,7.5,2.097907304763794,0,124,,,,,
0.6154397130012512,0.5032203793525696,0.13087978959083557,6.5,2.2762794494628906,0,129,,,,,
0.026936054229736328,0.0,0.0,0.0,0.026936054229736328,0,134,,,,,
0.026158159598708153,0.0,0.0,0.0,0.026158159598708153,0,139,,,,,
0.5700719952583313,0.3862469494342804,0.08330909162759781,7.5,1.7591114044189453,0,144,,,,,
0.6132147908210754,0.3734487295150757,0.08197256177663803,5.5,1.7699750661849976,0,149,,,,,
0.613610565662384,0.4325714409351349,0.10918514430522919,13.5,2.024679183959961,0,154,,,,,
0.5981715321540833,0.3316037952899933,0.06628976762294769,18.0,1.5928280353546143,0,159,,,,,
0.6123235821723938,0.2746727764606476,0.05923876166343689,7.0,1.4578628540039062,0,164,,,,,
0.6610186696052551,0.48066672682762146,0.10615214705467224,0.5,2.1531128883361816,0,169,,,,,
0.574883222579956,0.3355262279510498,0.08592945337295532,1.5,1.6755828857421875,0,174,,,,,
0.7051049470901489,0.40349382162094116,0.07984060794115067,2.0,1.9112956523895264,0,179,,,,,
0.011395731940865517,0.0,0.0,2.0,0.011395731940865517,0,184,,,,,
0.6704342365264893,0.25103288888931274,0.0643913671374321,1.5,1.4944568872451782,0,189,,,,,
0.7222155332565308,0.14639627933502197,0.018626883625984192,0.5,1.1081424951553345,0,194,,,,,
0.012406723573803902,0.0,0.0,0.0,0.012406723573803902,0,199,,,,,
0.594256579875946,0.41064244508743286,0.05445725470781326,8.0,1.687827706336975,0,204,,,,,
0.014146561734378338,0.0,0.0,0.0,0.014146561734378338,0,209,,,,,
0.5605340003967285,0.3350276052951813,0.07208555191755295,10.5,1.5910170078277588,0,214,,,,,
0.027850881218910217,0.0,0.0,0.0,0.027850881218910217,0,219,,,,,
0.5269631743431091,0.3365647792816162,0.08072911947965622,1.5,1.6037383079528809,0,224,,,,,
0.4810168147087097,0.4824359118938446,0.06533253937959671,18.5,1.7725512981414795,0,229,,,,,
0.022464489564299583,0.0,0.0,0.0,0.022464489564299583,0,234,,,,,
0.0339215062558651,0.0,0.0,0.0,0.0339215062558651,0,239,,,,,
0.3911310136318207,0.31229615211486816,0.07658714056015015,0.5,1.3986589908599854,0,244,,,,,
0.04607946798205376,0.0,0.0,0.0,0.04607946798205376,0,249,,,,,
0.005840774159878492,0.0,0.0,0.5,0.005840774159878492,0,254,,,,,
0.48398274183273315,0.3224351704120636,0.07349105924367905,3.5,1.4963083267211914,0,259,,,,,
0.012032056227326393,0.0,0.0,0.5,0.012032056227326393,0,264,,,,,
0.4364759027957916,0.29127824306488037,0.06149958074092865,8.5,1.3265303373336792,0,269,,,,,
0.31281161308288574,0.2630373537540436,0.048432618379592896,4.0,1.0810494422912598,0,274,,,,,
0.3831499516963959,0.2092713713645935,0.05430443957448006,1.0,1.0732148885726929,0,279,,,,,
0.37326955795288086,0.29549944400787354,0.052285369485616684,9.5,1.225695252418518,0,284,,,,,
0.02069813571870327,0.0,0.0,0.0,0.02069813571870327,0,289,,,,,
0.4274095296859741,0.31227225065231323,0.12840132415294647,2.5,1.6939606666564941,0,294,,,,,
0.1042793020606041,0.0,0.0,0.5,0.1042793020606041,0,299,,,,,
0.4441058933734894,0.3378903269767761,0.09466209262609482,3.5,1.593196988105774,0,304,,,,,
0.3853299617767334,0.28904029726982117,0.06221173331141472,9.0,1.2744691371917725,0,309,,,,,
0.47449514269828796,0.1704578399658203,0.05769509822130203,1.0,1.103886365890503,0,314,,,,,
0.011597021482884884,0.0,0.0,0.0,0.011597021482884884,0,319,,,,,
0.010230978019535542,0.0,0.0,2.0,0.010230978019535542,0,324,,,,,
0.2991764545440674,0.2582639455795288,0.05339338257908821,22.5,1.0826712846755981,0,329,,,,,
0.04457249492406845,0.0,0.0,0.0,0.04457249492406845,0,334,,,,,
,,,,,0,336,0.26085254549980164,0.17125624418258667,0.04048474133014679,0.8057888150215149,4.393491268157959
0.00607461528852582,0.0,0.0,5.5,0.00607461528852582,1,339,,,,,
0.433279812335968,0.3123414218425751,0.10506882518529892,9.5,1.5833067893981934,1,344,,,,,
0.29094240069389343,0.39258652925491333,0.06327831000089645,7.5,1.3925070762634277,1,349,,,,,
0.38294854760169983,0.18618613481521606,0.05016620084643364,1.5,1.006151795387268,1,354,,,,,
0.28242307901382446,0.35530316829681396,0.07502559572458267,7.5,1.3681573867797852,1,359,,,,,
0.005214758682996035,0.0,0.0,2.0,0.005214758682996035,1,364,,,,,
0.35887888073921204,0.27392637729644775,0.06040390208363533,1.0,1.2087512016296387,1,369,,,,,
0.3159647583961487,0.2449663132429123,0.05311783775687218,3.5,1.0714865922927856,1,374,,,,,
0.3124528229236603,0.17011332511901855,0.03307720646262169,2.5,0.8180655241012573,1,379,,,,,
0.002543671289458871,0.0,0.0,4.5,0.002543671289458871,1,384,,,,,
0.6258959174156189,0.0,0.0,0.5,0.6258959174156189,1,389,,,,,
0.004975044634193182,0.0,0.0,47.5,0.004975044634193182,1,394,,,,,
0.34873372316360474,0.27133241295814514,0.06820416450500488,5.5,1.2324193716049194,1,399,,,,,
0.0023779687471687794,0.0,0.0,22.5,0.0023779687471687794,1,404,,,,,
0.0027235234156250954,0.0,0.0,1.5,0.0027235234156250954,1,409,,,,,
0.3645036220550537,0.28845787048339844,0.08785300701856613,2.5,1.3806843757629395,1,414,,,,,
0.324543297290802,0.2842802405357361,0.09015707671642303,2.5,1.3438892364501953,1,419,,,,,
0.0437798947095871,0.0,0.0,9.5,0.0437798947095871,1,424,,,,,
0.005647154524922371,0.0,0.0,70.5,0.005647154524922371,1,429,,,,,
0.29341453313827515,0.2414853274822235,0.05680014193058014,14.5,1.0603859424591064,1,434,,,,,
0.4467206299304962,0.1939905881881714,0.04940667748451233,3.5,1.0817351341247559,1,439,,,,,
0.0021313484758138657,0.0,0.0,16.0,0.0021313484758138657,1,444,,,,,
0.6546758413314819,0.30392318964004517,0.06779201328754425,62.0,1.6014822721481323,1,449,,,,,
0.39625751972198486,0.21384522318840027,0.04819076508283615,55.5,1.0649018287658691,1,454,,,,,
0.25641345977783203,0.2279375046491623,0.04768214002251625,24.5,0.9506992101669312,1,459,,,,,
0.3523050546646118,0.29196682572364807,0.05638129636645317,2.0,1.2181451320648193,1,464,,,,,
0.0012224443489685655,0.0,0.0,40.0,0.0012224443489685655,1,469,,,,,
0.30987417697906494,0.21185708045959473,0.052112873643636703,32.5,0.9941526651382446,1,474,,,,,
0.37849918007850647,0.2148527204990387,0.04879145696759224,2.5,1.0521619319915771,1,479,,,,,
0.2404167801141739,0.2772883474826813,0.050622761249542236,116.0,1.0481072664260864,1,484,,,,,
0.2821938693523407,0.18649867177009583,0.044987257570028305,69.0,0.880127489566803,1,489,,,,,
0.002514680614694953,0.0,0.0,86.5,0.002514680614694953,1,494,,,,,
0.24343761801719666,0.2589707672595978,0.05428815633058548,2.5,1.0328199863433838,1,499,,,,,
0.5906345844268799,0.31332021951675415,0.1296270340681076,84.0,1.8654102087020874,1,504,,,,,
0.37314385175704956,0.23201535642147064,0.07238832116127014,15.0,1.1991162300109863,1,509,,,,,
0.24355506896972656,0.2518961727619171,0.044759999960660934,8.5,0.9711474180221558,1,514,,,,,
0.0012004238087683916,0.0,0.0,83.0,0.0012004238087683916,1,519,,,,,
0.2828766107559204,0.25178956985473633,0.0406799390912056,4.0,0.9898554086685181,1,524,,,,,
0.0009523743065074086,0.0,0.0,82.5,0.0009523743065074086,1,529,,,,,
0.31330570578575134,0.20685595273971558,0.04927234351634979,20.5,0.9733793139457703,1,534,,,,,
0.0009535002172924578,0.0,0.0,169.0,0.0009535002172924578,1,539,,,,,
0.0011006463319063187,0.0,0.0,41.0,0.0011006463319063187,1,544,,,,,
0.0009044089820235968,0.0,0.0,17.0,0.0009044089820235968,1,549,,,,,
0.0011528382310643792,0.0,0.0,13.5,0.0011528382310643792,1,554,,,,,
0.3102138638496399,0.33600345253944397,0.07303139567375183,14.0,1.3473777770996094,1,559,,,,,
0.2550748586654663,0.2132316678762436,0.04067070782184601,65.5,0.8848917484283447,1,564,,,,,
0.21709945797920227,0.20293965935707092,0.04347006231546402,30.0,0.8403290510177612,1,569,,,,,
0.31239208579063416,0.23980478942394257,0.05690880864858627,33.5,1.0765457153320312,1,574,,,,,
0.0037475277204066515,0.0,0.0,32.5,0.0037475277204066515,1,579,,,,,
0.0030615823343396187,0.0,0.0,115.0,0.0030615823343396187,1,584,,,,,
0.0008764915983192623,0.0,0.0,65.0,0.0008764915983192623,1,589,,,,,
0.24684631824493408,0.20185363292694092,0.04440449923276901,15.0,0.872576117515564,1,594,,,,,
0.25777000188827515,0.2137378305196762,0.05001379922032356,14.5,0.9353146553039551,1,599,,,,,
0.3938114047050476,0.18246786296367645,0.05089174956083298,1.5,1.013205885887146,1,604,,,,,
0.3284575641155243,0.10327938199043274,0.02964901179075241,27.5,0.6832613945007324,1,609,,,,,
0.5268554091453552,0.08453387022018433,0.020205363631248474,41.0,0.7969499826431274,1,614,,,,,
0.0006278978544287384,0.0,0.0,121.0,0.0006278978544287384,1,619,,,,,
0.0007265370804816484,0.0,0.0,81.5,0.0007265370804816484,1,624,,,,,
0.2195134162902832,0.24293848872184753,0.04606174677610397,8.5,0.9356991052627563,1,629,,,,,
0.32875147461891174,0.2537555694580078,0.07479982823133469,5.5,1.2102618217468262,1,634,,,,,
0.0008853795006871223,0.0,0.0,98.5,0.0008853795006871223,1,639,,,,,
0.0005652831750921905,0.0,0.0,144.5,0.0005652831750921905,1,644,,,,,
0.2660296559333801,0.25956466794013977,0.05731520429253578,10.5,1.0717350244522095,1,649,,,,,
0.2654235363006592,0.2529963552951813,0.04898177832365036,54.0,1.0163252353668213,1,654,,,,,
0.3251117765903473,0.27411124110221863,0.06818705797195435,6.5,1.2142696380615234,1,659,,,,,
0.28951171040534973,0.2223385125398636,0.05177740380167961,7.0,0.9930757284164429,1,664,,,,,
0.000754574139136821,0.0,0.0,141.5,0.000754574139136821,1,669,,,,,
,,,,,1,673,0.20867247879505157,0.15152032673358917,0.0349595807492733,0.6865107417106628,86.48224639892578
0.2833496332168579,0.13179337978363037,0.028265483677387238,30.5,0.6882637739181519,2,674,,,,,
0.0015150561230257154,0.0,0.0,119.0,0.0015150561230257154,2,679,,,,,
0.0007395478314720094,0.0,0.0,89.5,0.0007395478314720094,2,684,,,,,
0.2330538034439087,0.44720640778541565,0.06742813438177109,77.5,1.4646072387695312,2,689,,,,,
0.0005445168353617191,0.0,0.0,136.0,0.0005445168353617191,2,694,,,,,
0.0005732894642278552,0.0,0.0,167.5,0.0005732894642278552,2,699,,,,,
0.208616703748703,0.11019150167703629,0.022098254412412643,116.5,0.5394909977912903,2,704,,,,,
0.23733171820640564,0.23929071426391602,0.0403781495988369,25.5,0.9178038835525513,2,709,,,,,
0.11249025911092758,0.0,0.0,20.5,0.11249025911092758,2,714,,,,,
0.32517188787460327,0.20754289627075195,0.04500712454319,105.0,0.965293288230896,2,719,,,,,
0.0006838531116954982,0.0,0.0,125.5,0.0006838531116954982,2,724,,,,,
0.38157886266708374,0.23434190452098846,0.08654771745204926,9.5,1.2830013036727905,2,729,,,,,
0.26918402314186096,0.23407123982906342,0.04871568828821182,19.0,0.9809049367904663,2,734,,,,,
0.0009205322130583227,0.0,0.0,100.0,0.0009205322130583227,2,739,,,,,
0.001065935124643147,0.0,0.0,19.5,0.001065935124643147,2,744,,,,,
0.25277891755104065,0.20966589450836182,0.04628187417984009,2.5,0.9035201072692871,2,749,,,,,
0.0007507785339839756,0.0,0.0,29.5,0.0007507785339839756,2,754,,,,,
0.38601088523864746,0.2751734256744385,0.04709124565124512,86.5,1.17181396484375,2,759,,,,,
0.3091392517089844,0.2790035605430603,0.04437962919473648,19.5,1.0890445709228516,2,764,,,,,
0.0007472955039702356,0.0,0.0,47.5,0.0007472955039702356,2,769,,,,,
0.022231345996260643,0.0,0.0,26.5,0.022231345996260643,2,774,,,,,
0.2601820230484009,0.2007204294204712,0.04453475773334503,35.0,0.8842966556549072,2,779,,,,,
0.2943340241909027,0.22266629338264465,0.050124287605285645,43.0,0.9902880787849426,2,784,,,,,
0.0005139384302310646,0.0,0.0,137.0,0.0005139384302310646,2,789,,,,,
0.36957651376724243,0.17366713285446167,0.05736076831817627,32.5,1.0037145614624023,2,794,,,,,
0.19799338281154633,0.2738827168941498,0.047930069267749786,45.0,0.985409140586853,2,799,,,,,
0.0006823955336585641,0.0,0.0,171.5,0.0006823955336585641,2,804,,,,,
0.24228732287883759,0.3739873766899109,0.0703141912817955,122.0,1.3418331146240234,2,809,,,,,
0.20498888194561005,0.21624934673309326,0.03481466323137283,73.0,0.811560869216919,2,814,,,,,
0.27704694867134094,0.1978520005941391,0.03995689004659653,3.5,0.8725354075431824,2,819,,,,,
0.2833711504936218,0.1873176395893097,0.04909343272447586,10.0,0.9034735560417175,2,824,,,,,
0.24073202908039093,0.23178383708000183,0.03831169754266739,60.0,0.8958581686019897,2,829,,,,,
0.3779468238353729,0.25723525881767273,0.0586252324283123,5.5,1.1855435371398926,2,834,,,,,
0.30305013060569763,0.25594353675842285,0.06317999213933945,66.5,1.1308372020721436,2,839,,,,,
0.18451638519763947,0.1679324358701706,0.029804294928908348,16.5,0.6694027185440063,2,844,,,,,
0.00046527720405720174,0.0,0.0,263.5,0.00046527720405720174,2,849,,,,,
0.00048063506255857646,0.0,0.0,56.5,0.00048063506255857646,2,854,,,,,
0.3954973816871643,0.20883744955062866,0.05139542371034622,91.5,1.0701494216918945,2,859,,,,,
0.000389576714951545,0.0,0.0,157.5,0.000389576714951545,2,864,,,,,
0.2942868173122406,0.21837197244167328,0.046029992401599884,47.0,0.9611806869506836,2,869,,,,,
0.2948523759841919,0.18962404131889343,0.046502064913511276,134.5,0.9066107869148254,2,874,,,,,
0.004667838104069233,0.0,0.0,108.5,0.004667838104069233,2,879,,,,,
0.0006491040694527328,0.0,0.0,15.0,0.0006491040694527328,2,884,,,,,
0.0006937395082786679,0.0,0.0,99.0,0.0006937395082786679,2,889,,,,,
0.0005250906688161194,0.0,0.0,221.0,0.0005250906688161194,2,894,,,,,
0.26271072030067444,0.2011326104402542,0.050329457968473434,9.0,0.9166232347488403,2,899,,,,,
0.0005228478694334626,0.0,0.0,96.0,0.0005228478694334626,2,904,,,,,
0.0009173372527584434,0.0,0.0,25.5,0.0009173372527584434,2,909,,,,,
0.00835462287068367,0.0,0.0,28.0,0.00835462287068367,2,914,,,,,
0.3019188642501831,0.24048614501953125,0.08669605851173401,19.0,1.2163714170455933,2,919,,,,,
0.28824955224990845,0.26717108488082886,0.061006247997283936,2.0,1.1276229619979858,2,924,,,,,
0.0011502006091177464,0.0,0.0,108.5,0.0011502006091177464,2,929,,,,,
0.08442094177007675,0.0,0.0,14.5,0.08442094177007675,2,934,,,,,
0.30826258659362793,0.18168482184410095,0.05120561271905899,17.5,0.9276602864265442,2,939,,,,,
0.2535449266433716,0.2375042736530304,0.06257951259613037,7.0,1.0414509773254395,2,944,,,,,
0.24600395560264587,0.22149904072284698,0.049525462090969086,25.0,0.9366293549537659,2,949,,,,,
0.022168636322021484,0.0,0.0,81.5,0.022168636322021484,2,954,,,,,
0.004249533172696829,0.0,0.0,28.5,0.004249533172696829,2,959,,,,,
0.2961890399456024,0.3060106039047241,0.10250037908554077,128.0,1.4207121133804321,2,964,,,,,
0.0005444108392111957,0.0,0.0,167.0,0.0005444108392111957,2,969,,,,,
0.0016421638429164886,0.0,0.0,33.5,0.0016421638429164886,2,974,,,,,
0.2775697708129883,0.2068711817264557,0.030996816232800484,76.5,0.8462961912155151,2,979,,,,,
0.195786714553833,0.0,0.0,110.5,0.195786714553833,2,984,,,,,
0.0006257626810111105,0.0,0.0,40.0,0.0006257626810111105,2,989,,,,,
0.0004331404052209109,0.0,0.0,198.0,0.0004331404052209109,2,994,,,,,
0.00039401560206897557,0.0,0.0,223.5,0.00039401560206897557,2,999,,,,,
0.396764874458313,0.262131929397583,0.04366443306207657,49.5,1.1393508911132812,2,1004,,,,,
0.24603405594825745,0.19241757690906525,0.0432245135307312,6.5,0.846991777420044,2,1009,,,,,
,,,,,2,1010,0.1802346259355545,0.14717130362987518,0.03454576060175896,0.6473060250282288,128.1331329345703
0.0004902321379631758,0.0,0.0,159.0,0.0004902321379631758,3,1014,,,,,
0.24048852920532227,0.1956499069929123,0.03420375660061836,136.0,0.802807092666626,3,1019,,,,,
0.007989171892404556,0.0,0.0,62.0,0.007989171892404556,3,1024,,,,,
0.3749856650829315,0.1704384684562683,0.08600524067878723,42.5,1.1458888053894043,3,1029,,,,,
0.28031599521636963,0.2334877848625183,0.065175861120224,2.5,1.0731709003448486,3,1034,,,,,
0.00044292074744589627,0.0,0.0,68.5,0.00044292074744589627,3,1039,,,,,
0.002416184637695551,0.0,0.0,75.0,0.002416184637695551,3,1044,,,,,
0.00044075745972804725,0.0,0.0,55.0,0.00044075745972804725,3,1049,,,,,
0.46017932891845703,0.10489219427108765,0.03694140166044235,23.0,0.8546707630157471,3,1054,,,,,
0.28468057513237,0.15945643186569214,0.03633199632167816,35.5,0.7852534055709839,3,1059,,,,,
0.22265945374965668,0.20608732104301453,0.03777617961168289,26.0,0.8237149715423584,3,1064,,,,,
0.6167796850204468,0.28377676010131836,0.07920649647712708,28.0,1.5803656578063965,3,1069,,,,,
0.000360294827260077,0.0,0.0,154.5,0.000360294827260077,3,1074,,,,,
0.0012289108708500862,0.0,0.0,53.5,0.0012289108708500862,3,1079,,,,,
0.32899507880210876,0.10028048604726791,0.02455930784344673,3.0,0.6523525714874268,3,1084,,,,,
0.26138556003570557,0.1943078339099884,0.04183246195316315,45.5,0.8591635227203369,3,1089,,,,,
0.247723788022995,0.1917198747396469,0.04057316854596138,83.0,0.8340293765068054,3,1094,,,,,
0.00027664098888635635,0.0,0.0,155.5,0.00027664098888635635,3,1099,,,,,
0.002839345484972,0.0,0.0,115.0,0.002839345484972,3,1104,,,,,
0.22273483872413635,0.21898896992206573,0.04794377461075783,1.0,0.9004316329956055,3,1109,,,,,
0.25278595089912415,0.22009065747261047,0.052345018833875656,5.0,0.9546923637390137,3,1114,,,,,
0.3141031563282013,0.18633119761943817,0.041602831333875656,80.5,0.8947796821594238,3,1119,,,,,
0.00037879092269577086,0.0,0.0,49.5,0.00037879092269577086,3,1124,,,,,
0.20091590285301208,0.17110949754714966,0.04279839247465134,21.0,0.7571268677711487,3,1129,,,,,
0.003143585752695799,0.0,0.0,135.5,0.003143585752695799,3,1134,,,,,
0.21251940727233887,0.22434820234775543,0.04908027872443199,15.0,0.9066171646118164,3,1139,,,,,
0.001051673199981451,0.0,0.0,106.0,0.001051673199981451,3,1144,,,,,
0.03012761101126671,0.0,0.0,50.5,0.03012761101126671,3,1149,,,,,
0.0002895238867495209,0.0,0.0,193.5,0.0002895238867495209,3,1154,,,,,
