                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     54,                0.47524,                0.54468,                 0.2113,                0.87514,                0.92805,                0.93653,                0.49031,                0.48019,                0.55605,                0.30589,               0.008713,               0.008713,               0.008713
                     55,                0.47114,                0.54814,                0.20766,                0.86883,                0.90741,                0.92849,                0.49507,                0.47218,                0.54851,                0.30591,              0.0086882,              0.0086882,              0.0086882
                     56,                0.48058,                0.53415,                0.21216,                 0.8711,                0.93239,                0.93688,                0.50606,                0.45622,                0.54972,                0.29233,              0.0086635,              0.0086635,              0.0086635
                     57,                0.48282,                 0.5346,                 0.2146,                0.87515,                0.92813,                0.93568,                0.49625,                0.46391,                0.56152,                0.29673,              0.0086388,              0.0086388,              0.0086388
                     58,                0.48479,                 0.5387,                0.21569,                0.85842,                0.91508,                0.91538,                0.49094,                0.46237,                0.56756,                0.29504,               0.008614,               0.008614,               0.008614
                     59,                0.48504,                0.54505,                0.20938,                0.87341,                0.91713,                0.93061,                0.49922,                0.45797,                0.55917,                0.29432,              0.0085893,              0.0085893,              0.0085893
                     60,                0.47961,                0.53485,                0.21005,                0.87761,                0.92176,                 0.9264,                0.50338,                0.45547,                0.56313,                0.29115,              0.0085645,              0.0085645,              0.0085645
                     61,                0.48211,                0.54301,                 0.2116,                0.87205,                0.91435,                0.92853,                0.49936,                0.46411,                0.54796,                0.29872,              0.0085398,              0.0085398,              0.0085398
                     62,                0.47426,                0.54008,                0.20994,                0.86501,                0.91672,                0.93047,                0.50884,                0.45536,                0.54039,                0.29351,               0.008515,               0.008515,               0.008515
                     63,                0.46152,                0.53467,                 0.2018,                0.87891,                0.92407,                0.93945,                0.51314,                0.45542,                0.57493,                0.29144,              0.0084903,              0.0084903,              0.0084903
                     64,                0.45884,                0.52106,                0.20465,                0.86551,                0.93854,                0.93124,                0.50825,                0.45396,                0.57184,                0.29271,              0.0084655,              0.0084655,              0.0084655
                     65,                0.46756,                 0.5279,                0.20064,                0.86803,                0.93426,                0.93137,                0.50613,                 0.4589,                0.57353,                0.29376,              0.0084408,              0.0084408,              0.0084408
                     66,                0.47538,                0.53906,                0.21137,                0.85342,                0.90302,                0.91157,                0.46712,                0.49471,                0.55146,                0.31913,               0.008416,               0.008416,               0.008416
                     67,                 0.4753,                0.53829,                0.20889,                0.86627,                0.92361,                0.93153,                0.50636,                0.46092,                 0.5689,                0.29572,              0.0083913,              0.0083913,              0.0083913
                     68,                 0.4683,                0.53606,                0.20751,                0.86986,                0.94074,                0.93536,                0.49983,                0.46037,                0.56309,                0.29533,              0.0083665,              0.0083665,              0.0083665
                     69,                0.47086,                0.54079,                 0.2064,                0.87077,                0.93272,                0.93698,                 0.5004,                0.46139,                0.55843,                 0.2963,              0.0083418,              0.0083418,              0.0083418
                     70,                 0.4575,                0.51824,                0.19535,                0.88055,                0.93704,                0.93535,                0.50558,                0.45772,                0.57234,                0.29402,               0.008317,               0.008317,               0.008317
                     71,                0.44908,                0.52895,                0.19393,                0.87039,                0.93056,                 0.9246,                0.49526,                0.45657,                0.57226,                0.29017,              0.0082922,              0.0082922,              0.0082922
                     72,                 0.4727,                0.52548,                0.20898,                0.87358,                0.92779,                0.93459,                0.49975,                0.46416,                0.56991,                0.29346,              0.0082675,              0.0082675,              0.0082675
                     73,                0.46182,                0.52863,                0.19929,                0.86711,                0.92731,                0.92987,                0.50254,                0.45419,                0.57316,                0.28893,              0.0082428,              0.0082428,              0.0082428
                     74,                0.45608,                0.52084,                0.19676,                0.87608,                0.93194,                0.93564,                 0.5127,                0.45421,                0.55768,                0.28977,               0.008218,               0.008218,               0.008218
                     75,                0.45447,                0.53707,                0.20415,                0.87237,                0.93148,                0.93168,                0.50245,                0.46439,                0.57283,                 0.3017,              0.0081932,              0.0081932,              0.0081932
                     76,                0.45606,                0.53033,                0.20053,                0.86959,                  0.925,                0.93496,                 0.5023,                0.46248,                 0.5656,                0.29691,              0.0081685,              0.0081685,              0.0081685
                     77,                0.44655,                0.53016,                0.19764,                0.86591,                0.92593,                0.92553,                0.50325,                0.46205,                0.56974,                0.29578,              0.0081437,              0.0081437,              0.0081437
                     78,                0.44011,                 0.5257,                0.19612,                0.88702,                0.92824,                0.94541,                0.51402,                0.45499,                0.56069,                0.29112,               0.008119,               0.008119,               0.008119
                     79,                0.44965,                 0.5211,                0.19602,                0.87318,                0.92546,                0.93412,                0.49357,                0.47183,                0.55028,                0.30539,              0.0080942,              0.0080942,              0.0080942
                     80,                0.44559,                0.51245,                0.19759,                0.86538,                 0.9338,                0.93609,                0.50205,                0.45646,                0.57737,                 0.2924,              0.0080695,              0.0080695,              0.0080695
                     81,                0.45323,                0.52682,                 0.2009,                0.86391,                0.92577,                0.93178,                0.49497,                0.46917,                0.58171,                0.30451,              0.0080447,              0.0080447,              0.0080447
                     82,                0.45199,                 0.5295,                0.19868,                0.87679,                0.93239,                0.94123,                0.50645,                0.45679,                0.57551,                0.29114,                0.00802,                0.00802,                0.00802
                     83,                0.44945,                0.52298,                0.19606,                0.87103,                0.93009,                0.94115,                0.51413,                0.45761,                0.58571,                0.29582,              0.0079953,              0.0079953,              0.0079953
                     84,                0.44135,                0.52161,                0.19188,                0.87082,                0.93311,                0.93932,                0.50846,                0.45743,                0.57741,                 0.2956,              0.0079705,              0.0079705,              0.0079705
                     85,                0.45239,                0.52265,                 0.2041,                0.87088,                0.92824,                0.93445,                0.50923,                0.45901,                0.57197,                0.29376,              0.0079457,              0.0079457,              0.0079457
                     86,                0.44843,                0.51707,                0.19421,                0.88037,                0.92454,                0.93678,                0.49413,                0.47629,                0.57132,                 0.3101,               0.007921,               0.007921,               0.007921
                     87,                0.44317,                 0.5092,                0.18989,                0.86738,                0.93009,                0.93618,                0.50964,                0.45972,                 0.5691,                0.29625,              0.0078963,              0.0078963,              0.0078963
                     88,                 0.4438,                0.52084,                0.20051,                0.87497,                 0.9213,                0.93859,                0.50833,                0.46048,                0.56571,                0.29578,              0.0078715,              0.0078715,              0.0078715
                     89,                 0.4596,                0.51973,                0.19147,                0.87661,                0.92917,                0.93582,                 0.5021,                0.46212,                0.58336,                0.29678,              0.0078467,              0.0078467,              0.0078467
                     90,                0.44995,                0.51997,                0.19302,                0.86122,                0.92509,                0.92801,                0.49902,                 0.4651,                0.56286,                0.29758,               0.007822,               0.007822,               0.007822
                     91,                0.44503,                0.51992,                0.19362,                0.86535,                0.92593,                0.92693,                0.50701,                0.45048,                0.57697,                0.28771,              0.0077973,              0.0077973,              0.0077973
                     92,                0.43614,                0.51561,                0.19157,                0.87533,                0.92454,                 0.9331,                0.50448,                0.45894,                0.58264,                0.29311,              0.0077725,              0.0077725,              0.0077725
                     93,                0.43415,                0.51744,                0.18868,                0.86275,                0.92547,                0.92663,                0.49592,                0.46133,                0.58142,                0.29638,              0.0077478,              0.0077478,              0.0077478
                     94,                0.43245,                0.51673,                0.18896,                0.87388,                0.92731,                0.93747,                0.50976,                0.45839,                0.56624,                0.29243,               0.007723,               0.007723,               0.007723
                     95,                0.42947,                0.51038,                 0.1878,                0.87487,                0.92917,                0.93293,                0.50473,                0.46027,                 0.5716,                0.29807,              0.0076983,              0.0076983,              0.0076983
                     96,                 0.4297,                0.52474,                0.18756,                0.87505,                0.91109,                0.92475,                0.49275,                0.47997,                0.55248,                0.31137,              0.0076735,              0.0076735,              0.0076735
                     97,                0.41576,                0.52273,                0.18186,                0.87708,                 0.9338,                0.93401,                0.50456,                0.46172,                0.58133,                0.29741,              0.0076488,              0.0076488,              0.0076488
                     98,                0.43183,                 0.5114,                0.18483,                0.87224,                0.91157,                0.93139,                0.49335,                0.47085,                0.58329,                0.30299,               0.007624,               0.007624,               0.007624
                     99,                   0.42,                0.50958,                0.18617,                0.87048,                0.93241,                0.94088,                0.51077,                 0.4594,                0.57009,                0.29501,              0.0075993,              0.0075993,              0.0075993
                    100,                0.43024,                0.51806,                0.18668,                0.88112,                0.91964,                0.93531,                0.50456,                0.46659,                0.56991,                0.30062,              0.0075745,              0.0075745,              0.0075745
                    101,                0.43353,                0.52189,                0.19097,                0.87069,                0.92963,                0.93582,                0.50684,                0.45652,                0.59015,                0.29208,              0.0075498,              0.0075498,              0.0075498
                    102,                 0.4296,                 0.5137,                0.18118,                0.88677,                0.91991,                0.94739,                0.50901,                0.46109,                0.57771,                0.29515,               0.007525,               0.007525,               0.007525
                    103,                 0.4319,                0.52051,                0.18576,                0.87596,                0.92848,                0.94283,                0.51096,                0.46102,                 0.5864,                0.29759,              0.0075003,              0.0075003,              0.0075003
                    104,                0.44271,                0.51475,                0.18985,                0.88543,                0.93022,                0.94332,                0.51077,                0.45745,                0.57652,                 0.2936,              0.0074755,              0.0074755,              0.0074755
                    105,                0.42988,                0.51376,                 0.1851,                0.88481,                0.92176,                0.94221,                0.51021,                 0.4619,                0.59698,                 0.2991,              0.0074507,              0.0074507,              0.0074507
                    106,                0.44041,                0.51593,                0.18815,                0.88567,                0.91852,                0.94267,                0.50833,                0.46242,                0.58637,                0.29858,               0.007426,               0.007426,               0.007426
                    107,                0.43646,                0.51595,                0.18529,                0.88454,                0.92824,                0.94036,                0.50577,                0.46576,                0.57864,                0.30074,              0.0074013,              0.0074013,              0.0074013
                    108,                0.44026,                0.50956,                0.18966,                0.88107,                0.93288,                0.94065,                0.50158,                0.46683,                0.57468,                0.30101,              0.0073765,              0.0073765,              0.0073765
                    109,                0.42951,                0.51328,                0.18212,                0.87674,                0.92209,                0.94046,                0.50332,                0.46232,                0.60988,                0.29721,              0.0073517,              0.0073517,              0.0073517
                    110,                0.45261,                0.52278,                 0.1926,                0.87535,                0.91353,                 0.9283,                0.49262,                0.47361,                0.57978,                0.30578,               0.007327,               0.007327,               0.007327
                    111,                0.43969,                  0.516,                0.18416,                 0.8847,                0.91574,                0.94018,                0.49447,                 0.4754,                0.58648,                0.30852,              0.0073023,              0.0073023,              0.0073023
                    112,                 0.4216,                0.50849,                0.18457,                0.87743,                0.92407,                0.93548,                0.49981,                0.47232,                 0.5824,                0.30474,              0.0072775,              0.0072775,              0.0072775
                    113,                0.41346,                0.50784,                0.18204,                0.87884,                 0.9268,                0.93768,                0.50299,                0.46548,                0.57684,                0.29758,              0.0072527,              0.0072527,              0.0072527
                    114,                0.41194,                0.50572,                0.17764,                0.86886,                0.92917,                0.93532,                0.50541,                0.45819,                0.59848,                0.29566,               0.007228,               0.007228,               0.007228
                    115,                0.41316,                0.51267,                0.17961,                0.87418,                0.92361,                0.92844,                 0.4994,                0.46426,                0.58571,                0.29902,              0.0072033,              0.0072033,              0.0072033
                    116,                 0.4251,                0.51499,                 0.1831,                0.87962,                 0.9235,                0.93849,                0.50138,                0.46595,                0.59499,                0.30045,              0.0071785,              0.0071785,              0.0071785
                    117,                0.44027,                0.51414,                0.18878,                0.86815,                 0.9213,                0.92789,                0.50171,                 0.4605,                0.59211,                0.29842,              0.0071538,              0.0071538,              0.0071538
                    118,                0.46467,                0.50403,                0.19788,                0.87604,                0.93246,                0.94031,                0.50293,                0.46464,                0.60113,                0.30024,               0.007129,               0.007129,               0.007129
                    119,                0.44991,                0.50896,                0.19179,                0.87876,                0.92824,                0.94409,                0.50343,                0.46961,                0.58326,                0.30292,              0.0071042,              0.0071042,              0.0071042
                    120,                0.44706,                0.50881,                0.18791,                0.88423,                0.92293,                0.93935,                0.50136,                0.46597,                0.58783,                0.29904,              0.0070795,              0.0070795,              0.0070795
                    121,                0.42677,                0.50531,                0.18352,                0.87449,                0.91609,                 0.9352,                0.50212,                 0.4642,                0.58759,                0.29724,              0.0070547,              0.0070547,              0.0070547
                    122,                0.42469,                0.50965,                0.18103,                0.87783,                0.92269,                0.94021,                0.50446,                0.46387,                0.59259,                 0.2979,                0.00703,                0.00703,                0.00703
                    123,                0.43077,                0.49426,                0.18021,                0.86875,                 0.9224,                0.94472,                0.50622,                 0.4638,                0.60405,                0.29486,              0.0070053,              0.0070053,              0.0070053
                    124,                0.44364,                0.50545,                0.18225,                 0.8732,                0.92459,                0.94382,                0.50532,                0.45993,                0.59096,                0.29519,              0.0069805,              0.0069805,              0.0069805
                    125,                0.43821,                0.51271,                0.18127,                0.86625,                0.92083,                0.93219,                0.49937,                0.46042,                 0.5813,                0.29636,              0.0069558,              0.0069558,              0.0069558
                    126,                0.41189,                0.50538,                0.17805,                0.86813,                0.92657,                0.93957,                0.50421,                0.46229,                0.57895,                0.30031,               0.006931,               0.006931,               0.006931
                    127,                0.40524,                0.50582,                0.17417,                0.88485,                0.91667,                0.93954,                0.50921,                0.46266,                0.56454,                0.29784,              0.0069063,              0.0069063,              0.0069063
                    128,                0.40995,                0.50237,                0.17385,                0.87736,                0.92734,                0.94142,                0.50731,                0.46284,                0.59328,                0.29831,              0.0068815,              0.0068815,              0.0068815
