train_loss_giou,train_loss_ce,epoch,train_cardinality_error,step,training_loss,train_loss_bbox,validation_loss_bbox,validation_loss_ce,validation/loss,validation_cardinality_error,validation_loss_giou
1.074727177619934,0.9905408024787903,0,11.25,4,4.844859600067139,0.3409728705883026,,,,,
0.8114339709281921,0.5506393909454346,0,2.1666667461395264,9,3.3190903663635254,0.22911663353443146,,,,,
0.4146537184715271,0.560370922088623,0,1.4166667461395264,14,1.8509567975997925,0.09225568175315857,,,,,
0.3730379343032837,0.393974244594574,0,1.4166667461395264,19,1.642165184020996,0.10042302310466766,,,,,
0.30140969157218933,0.37087592482566833,0,1.9166667461395264,24,1.333310604095459,0.07192303985357285,,,,,
0.2756117582321167,0.2777768075466156,0,1.0,29,1.2139382362365723,0.07698759436607361,,,,,
0.21995560824871063,0.21567751467227936,0,0.6666666865348816,34,0.9217864274978638,0.05323953926563263,,,,,
0.4515250623226166,0.180007204413414,0,0.6666666865348816,39,1.7600048780441284,0.135389506816864,,,,,
0.3103749752044678,0.33140885829925537,0,3.0,44,1.2887426614761353,0.06731677055358887,,,,,
0.2979494035243988,0.37546560168266296,0,8.5,49,1.3323392868041992,0.07219495624303818,,,,,
0.24715930223464966,0.29350540041923523,0,7.0,54,1.0782538652420044,0.05808597058057785,,,,,
0.29325708746910095,0.32822975516319275,0,11.166666984558105,59,1.22871732711792,0.06279469281435013,,,,,
0.2559131383895874,0.2898169159889221,0,4.833333492279053,64,1.0890635251998901,0.057484064251184464,,,,,
0.2866758406162262,0.2661134898662567,0,4.9166669845581055,69,1.133962631225586,0.058899492025375366,,,,,
0.2990424931049347,0.10453421622514725,0,0.3333333432674408,74,1.030350923538208,0.06554635614156723,,,,,
0.3209005296230316,0.34335410594940186,0,14.25,79,1.3119337558746338,0.06535571813583374,,,,,
0.271779865026474,0.37139520049095154,0,19.75,84,1.2429454326629639,0.06559810042381287,,,,,
0.3329034745693207,0.3413655757904053,0,9.25,89,1.3522979021072388,0.06902507692575455,,,,,
0.33148688077926636,0.2031361311674118,0,4.583333492279053,94,1.18701171875,0.06418037414550781,,,,,
0.291244238615036,0.1464303880929947,0,6.083333492279053,99,1.0395331382751465,0.06212284788489342,,,,,
0.24206389486789703,0.3291124701499939,0,11.5,104,1.0921939611434937,0.0557907372713089,,,,,
0.2969239056110382,0.35713818669319153,0,16.75,109,1.2415924072265625,0.05812130123376846,,,,,
0.26316288113594055,0.32762497663497925,0,19.0,114,1.160190224647522,0.06124790012836456,,,,,
0.2518368065357208,0.2991587817668915,0,5.583333492279053,119,1.1355693340301514,0.06654740124940872,,,,,
0.25097203254699707,0.2981009781360626,0,2.5833334922790527,124,1.1555942296981812,0.0711098462343216,,,,,
0.2226204127073288,0.22175416350364685,0,2.0833334922790527,129,0.9294613599777222,0.05249328166246414,,,,,
0.28478461503982544,0.2903643548488617,0,9.833333969116211,134,1.2130526304244995,0.07062380760908127,,,,,
0.29722878336906433,0.3659602701663971,0,24.83333396911621,139,1.291105031967163,0.06613743305206299,,,,,
0.27499446272850037,0.33572492003440857,0,15.5,144,1.1904020309448242,0.06093762442469597,,,,,
0.2394193559885025,0.22562193870544434,0,3.5,149,1.0114473104476929,0.06139732524752617,,,,,
0.47589078545570374,0.3632250726222992,0,3.3333334922790527,154,1.909956455230713,0.1189899668097496,,,,,
0.33087587356567383,0.23385246098041534,0,7.333333492279053,159,1.3018555641174316,0.08125028759241104,,,,,
