epoch,train_loss_giou,step,training_loss,train_loss_ce,train_loss_bbox,train_cardinality_error,validation_loss_ce,validation_loss_bbox,validation/loss,validation_cardinality_error,validation_loss_giou
0,0.6678249835968018,4,3.3606419563293457,1.149904727935791,0.17501744627952576,6.5,,,,,
0,0.0,9,0.00016542345110792667,0.00016542345110792667,0.0,0.0,,,,,
0,0.5093894004821777,14,2.888253927230835,1.0902037620544434,0.155854269862175,2.0,,,,,
0,0.0,19,0.00042395247146487236,0.00042395247146487236,0.0,0.0,,,,,
0,0.4891549050807953,24,2.7882931232452393,1.0003695487976074,0.16192273795604706,1.0,,,,,
0,0.0,29,0.00033625264768488705,0.00033625264768488705,0.0,0.0,,,,,
0,0.0,34,0.00030426043667830527,0.00030426043667830527,0.0,0.0,,,,,
0,0.4046650826931,39,2.2806715965270996,0.9872127771377563,0.0968257412314415,7.0,,,,,
0,0.0,44,7.282145088538527e-05,7.282145088538527e-05,0.0,0.0,,,,,
0,0.0,49,0.00015203033399302512,0.00015203033399302512,0.0,0.0,,,,,
0,0.0,54,6.293210753938183e-05,6.293210753938183e-05,0.0,0.0,,,,,
0,0.24368628859519958,59,1.5069522857666016,0.8125654458999634,0.04140285402536392,7.0,,,,,
0,0.27668923139572144,64,1.6680121421813965,0.8462927341461182,0.05366819351911545,59.0,,,,,
0,0.4110516309738159,69,2.102592945098877,0.7614943385124207,0.10379908978939056,7.0,,,,,
0,0.0,74,0.00456575769931078,0.00456575769931078,0.0,20.0,,,,,
0,0.21028903126716614,79,1.7514100074768066,0.919002890586853,0.08236583322286606,69.5,,,,,
0,0.4590786397457123,84,2.1832003593444824,0.6503118872642517,0.12294624000787735,44.0,,,,,
0,0.0,89,0.00023849676654208452,0.00023849676654208452,0.0,33.5,,,,,
0,0.0,94,0.00020181474974378943,0.00020181474974378943,0.0,6.0,,,,,
0,0.0,99,4.6303914132295176e-05,4.6303914132295176e-05,0.0,50.5,,,,,
0,0.32663124799728394,104,1.3879411220550537,0.3474801480770111,0.07743968814611435,16.5,,,,,
